"SourceSystem","TargetSystem","EdgeType","Evidence","Strength","Impact","Notes","EvidenceSource"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_BladeDance.cs:Server.Items.Artifact_BladeDance:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_BlightGrippedLongbow.cs:Server.Items.Artifact_BlightGrippedLongbow:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_Bonesmasher.cs:Server.Items.Artifact_Bonesmasher:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_Boomstick.cs:Server.Items.Artifact_Boomstick:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_BrambleCoat.cs:Server.Items.Artifact_BrambleCoat:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_BurglarsBandana.cs:Server.Items.Artifact_BurglarsBandana:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_CapOfTheFallenKing.cs:Server.Items.Artifact_CapOfTheFallenKing:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_CoifOfBane.cs:Server.Items.Artifact_CoifOfBane:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_CoifOfFire.cs:Server.Items.Artifact_CoifOfFire:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ColdForgedBlade.cs:Server.Items.Artifact_ColdForgedBlade:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_DivineArms.cs:Server.Items.Artifact_DivineArms:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_DivineCountenance.cs:Server.Items.Artifact_DivineCountenance:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_DivineGloves.cs:Server.Items.Artifact_DivineGloves:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_DivineGorget.cs:Server.Items.Artifact_DivineGorget:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_DivineLeggings.cs:Server.Items.Artifact_DivineLeggings:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_DivineTunic.cs:Server.Items.Artifact_DivineTunic:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_DupresCollar.cs:Server.Items.Artifact_DupresCollar:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_DupresShield.cs:Server.Items.Artifact_DupresShield:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_EssenceOfBattle.cs:Server.Items.Artifact_EssenceOfBattle:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_FeyLeggings.cs:Server.Items.Artifact_FeyLeggings:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_FleshRipper.cs:Server.Items.Artifact_FleshRipper:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GandalfsStaff.cs:Server.Items.Artifact_GandalfsStaff:SuspiciousOrder:CountMatchNeedsTypeReview:UnknownWrites=1","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GauntletsOfNobility.cs:Server.Items.Artifact_GauntletsOfNobility:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GlovesOfAegis.cs:Server.Items.Artifact_GlovesOfAegis:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GlovesOfInsight.cs:Server.Items.Artifact_GlovesOfInsight:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GlovesOfTheFallenKing.cs:Server.Items.Artifact_GlovesOfTheFallenKing:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GlovesOfTheHarrower.cs:Server.Items.Artifact_GlovesOfTheHarrower:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GorgetOfAegis.cs:Server.Items.Artifact_GorgetOfAegis:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GorgetOfInsight.cs:Server.Items.Artifact_GorgetOfInsight:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GrayMouserCloak.cs:Server.Items.Artifact_GrayMouserCloak:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GrimReapersLantern.cs:Server.Items.Artifact_GrimReapersLantern:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GrimReapersMask.cs:Server.Items.Artifact_GrimReapersMask:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_GrimReapersRobe.cs:Server.Items.Artifact_GrimReapersRobe:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HatOfTheMagi.cs:Server.Items.Artifact_HatOfTheMagi:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HelmOfAegis.cs:Server.Items.Artifact_HelmOfAegis:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HelmOfInsight.cs:Server.Items.Artifact_HelmOfInsight:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HelmOfSwiftness.cs:Server.Items.Artifact_HelmOfSwiftness:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HolyKnightsArms.cs:Server.Items.Artifact_HolyKnightsArmPlates:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HolyKnightsBreastplate.cs:Server.Items.Artifact_HolyKnightsBreastplate:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HolyKnightsGloves.cs:Server.Items.Artifact_HolyKnightsGloves:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HolyKnightsGorget.cs:Server.Items.Artifact_HolyKnightsGorget:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HolyKnightsHelm.cs:Server.Items.Artifact_HolyKnightsPlateHelm:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HolyKnightsLegging.cs:Server.Items.Artifact_HolyKnightsLegging:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HolySword.cs:Server.Items.Artifact_HolySword:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HuntersArms.cs:Server.Items.Artifact_HuntersArms:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HuntersGloves.cs:Server.Items.Artifact_HuntersGloves:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HuntersGorget.cs:Server.Items.Artifact_HuntersGorget:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HuntersHeaddress.cs:Server.Items.Artifact_HuntersHeaddress:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HuntersLeggings.cs:Server.Items.Artifact_HuntersLeggings:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_HuntersTunic.cs:Server.Items.Artifact_HuntersTunic:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_InquisitorsArms.cs:Server.Items.Artifact_InquisitorsArms:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_InquisitorsGorget.cs:Server.Items.Artifact_InquisitorsGorget:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_InquisitorsHelm.cs:Server.Items.Artifact_InquisitorsHelm:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_InquisitorsLegs.cs:Server.Items.Artifact_InquisitorsLeggings:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_InquisitorsResolution.cs:Server.Items.Artifact_InquisitorsResolution:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_InquisitorsTunic.cs:Server.Items.Artifact_InquisitorsTunic:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_IronwoodCrown.cs:Server.Items.Artifact_IronwoodCrown:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_JackalsArms.cs:Server.Items.Artifact_JackalsArms:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_JackalsCollar.cs:Server.Items.Artifact_JackalsCollar:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_JackalsGloves.cs:Server.Items.Artifact_JackalsGloves:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_JackalsHelm.cs:Server.Items.Artifact_JackalsHelm:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_JackalsLegging.cs:Server.Items.Artifact_JackalsLeggings:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_JackalsTunic.cs:Server.Items.Artifact_JackalsTunic:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_LeggingsOfBane.cs:Server.Items.Artifact_LeggingsOfBane:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_LeggingsOfEmbers.cs:Server.Items.Artifact_LeggingsOfEmbers:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_LeggingsOfEnlightenment.cs:Server.Items.Artifact_LeggingsOfEnlightenment:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_LeggingsOfFire.cs:Server.Items.Artifact_LeggingsOfFire:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_LegsOfAegis.cs:Server.Items.Artifact_LeggingsOfAegis:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_LegsOfTheFallenKing.cs:Server.Items.Artifact_LegsOfTheFallenKing:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_LuckyNecklace.cs:Server.Items.Artifact_LuckyNecklace:WriteVersionOnly:CountMismatch:Writes=0;Reads=1","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_LuminousRuneBlade.cs:Server.Items.Artifact_LuminousRuneBlade:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_MantleofHydros.cs:Server.Items.Artifact_MantleofHydros:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_MantleofLithos.cs:Server.Items.Artifact_MantleofLithos:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_MantleofPyros.cs:Server.Items.Artifact_MantleofPyros:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_MantleofStratos.cs:Server.Items.Artifact_MantleofStratos:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_MelisandesCorrodedHatchet.cs:Server.Items.Artifact_MelisandesCorrodedHatchet:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_OverseerSunderedBlade.cs:Server.Items.Artifact_OverseerSunderedBlade:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_PadsOfTheCuSidhe.cs:Server.Items.Artifact_PadsOfTheCuSidhe:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_PendantOfTheMagi.cs:Server.Items.Artifact_PendantOfTheMagi:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_PhantomStaff.cs:Server.Items.Artifact_PhantomStaff:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_RaedsGlory.cs:Server.Items.Artifact_RaedsGlory:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ResillientBracer.cs:Server.Items.Artifact_ResilientBracer:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_RighteousAnger.cs:Server.Items.Artifact_RighteousAnger:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_RoyalGuardsChestplate.cs:Server.Items.Artifact_RoyalGuardsChestplate:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_RuneCarvingKnife.cs:Server.Items.Artifact_RuneCarvingKnife:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_SamuraiHelm.cs:Server.Items.Artifact_SamuraiHelm:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ShadowDancerArms.cs:Server.Items.Artifact_ShadowDancerArms:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ShadowDancerCap.cs:Server.Items.Artifact_ShadowDancerCap:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ShadowDancerGloves.cs:Server.Items.Artifact_ShadowDancerGloves:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ShadowDancerGorget.cs:Server.Items.Artifact_ShadowDancerGorget:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ShadowDancerLeggings.cs:Server.Items.Artifact_ShadowDancerLeggings:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ShadowDancerTunic.cs:Server.Items.Artifact_ShadowDancerTunic:SuspiciousOrder:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ShaminoCrossbow.cs:Server.Items.Artifact_ShaMontorrossbow:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_ShardTrasher.cs:Server.Items.Artifact_ShardThrasher:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_SilvanisFeywoodBow.cs:Server.Items.Artifact_SilvanisFeywoodBow:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_SongWovenMantle.cs:Server.Items.Artifact_SongWovenMantle:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_SoulSeeker.cs:Server.Items.Artifact_SoulSeeker:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_SpellWovenBritches.cs:Server.Items.Artifact_SpellWovenBritches:NoVersionFound:AlignedByCountAndKnownTypes","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
"Items:Magical","World Save Loader","SerializationConflict","Data/Scripts/Items/Magical/Artifacts/Artifact_StaffofSnakes.cs:Server.Items.Artifact_StaffofSnakes:SuspiciousOrder:CountMatchNeedsTypeReview:UnknownWrites=1","Hard","Save","Serialization register marked this save surface for manual review.","SerializationRegister"
