"FindingId","Track","System","File","Evidence","Impact","Severity","Recommendation","Verification","SourceRegister","ReviewStatus","Notes"
"P10-F02862","10.3 Global Hooks And Startup Side Effects","Items:Gifts","Data/Scripts/Items/Gifts/CrystalDeeds/ECrystalRunnerStatue.cs","Gump:L115:from.SendGump(new InternalGump(this));; guards=BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02863","10.3 Global Hooks And Startup Side Effects","Items:Gifts","Data/Scripts/Items/Gifts/CrystalDeeds/ECrystalSupplicantStatue.cs","Gump:L115:from.SendGump(new InternalGump(this));; guards=BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02864","10.3 Global Hooks And Startup Side Effects","Items:Gifts","Data/Scripts/Items/Gifts/CrystalDeeds/ECrystalTable.cs","Gump:L117:from.SendGump(new InternalGump(this));; guards=BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02865","10.3 Global Hooks And Startup Side Effects","Items:Gifts","Data/Scripts/Items/Gifts/CrystalDeeds/ECrystalThrone.cs","Gump:L115:from.SendGump(new InternalGump(this));; guards=BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02866","10.3 Global Hooks And Startup Side Effects","Items:Gifts","Data/Scripts/Items/Gifts/ShadowDeeds/EShadowAltar.cs","Gump:L112:from.SendGump(new InternalGump(this));; guards=BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02867","10.3 Global Hooks And Startup Side Effects","Items:Gifts","Data/Scripts/Items/Gifts/ShadowDeeds/EShadowBanner.cs","Gump:L112:from.SendGump(new InternalGump(this));; guards=BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02868","10.3 Global Hooks And Startup Side Effects","Housing","Data/Scripts/Items/Houses/TavernTable.cs","Gump:L47:from.SendGump(new TavernGump(from, this));; guards=AccessGuard;BoundsGuard;MapGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02869","10.3 Global Hooks And Startup Side Effects","Housing","Data/Scripts/Items/Houses/TavernTable.cs","Gump:L515:from.SendGump(new TavernGump(from, m_Table));; guards=AccessGuard;BoundsGuard;MapGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02870","10.3 Global Hooks And Startup Side Effects","Housing","Data/Scripts/Items/Houses/TavernTable.cs","Gump:L529:from.SendGump(new TavernGump(from, m_Table));; guards=AccessGuard;BoundsGuard;MapGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02871","10.3 Global Hooks And Startup Side Effects","Housing","Data/Scripts/Items/Houses/TavernTable.cs","Gump:L543:from.SendGump(new TavernGump(from, m_Table));; guards=AccessGuard;BoundsGuard;MapGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02872","10.3 Global Hooks And Startup Side Effects","Housing","Data/Scripts/Items/Houses/TavernTable.cs","Gump:L557:from.SendGump(new TavernGump(from, m_Table));; guards=AccessGuard;BoundsGuard;MapGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02873","10.3 Global Hooks And Startup Side Effects","Housing","Data/Scripts/Items/Houses/Remodeling/ContextMenuEntries.cs","Gump:L45:m_From.SendGump(new LawnSecurityGump(m_From, m_Gate));; guards=StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02874","10.3 Global Hooks And Startup Side Effects","Housing","Data/Scripts/Items/Houses/Remodeling/ContextMenuEntries.cs","Gump:L103:m_From.SendGump(new ShantySecurityGump(m_From, m_Gate));; guards=StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02875","10.3 Global Hooks And Startup Side Effects","Housing","Data/Scripts/Items/Houses/Remodeling/LawnTarget.cs","Gump:L178:m_From.SendGump(; guards=MapGuard;NullGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02876","10.3 Global Hooks And Startup Side Effects","Housing","Data/Scripts/Items/Houses/Remodeling/ShantyTarget.cs","Gump:L155:m_From.SendGump(; guards=MapGuard;NullGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02877","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Artifacts/Artifact_RodOfResurrection.cs","Gump:L64:m.SendGump(new ResurrectGump(m, from));; guards=MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02878","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Artifacts/Artifact_RodOfResurrection.cs","Gump:L75:master.SendGump(new PetResurrectGump(master, pet));; guards=MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02879","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Artifacts/Minor/ColoringBook.cs","Gump:L62:from.SendGump(new ColoringBookGump(from, this));; guards=AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02880","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Artifacts/Minor/ColoringBook.cs","Gump:L547:from.SendGump(new ColoringBookGump(from, m_Book));; guards=AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02881","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Artifacts/Minor/ColoringBook.cs","Gump:L559:from.SendGump(new ColoringBookGump(from, m_Book));; guards=AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02882","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gifts.cs","Gump:L40:Owner.From.SendGump(new GiftGump(m_From, m_Item, m_Cat));; guards=StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02883","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L518:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02884","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L531:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02885","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L544:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02886","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L557:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02887","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L570:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02888","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L583:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02889","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L673:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02890","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L729:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02891","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L784:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02892","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L894:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02893","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/Gifts/Gumps/GiftGump.cs","Gump:L958:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02894","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/LegendsBook.cs","Gump:L27:from.SendGump(new LegendsBookGump(from, this, 0));; guards=BoundsGuard;PacketReadGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02895","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/LegendsBook.cs","Gump:L453:from.SendGump(new LegendsBookGump(from, m_Book, page));; guards=BoundsGuard;PacketReadGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02896","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/LevelInfoEntry.cs","Gump:L29:Owner.From.SendGump(new ItemExperienceGump(m_From, m_Item, m_Cat));; guards=StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02897","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/LevelUpScroll.cs","Gump:L262:from.SendGump(new AwaitingSmithApprovalGump(m_Scroll, from));; guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02898","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/LevelUpScroll.cs","Gump:L263:smith.SendGump(new LevelUpAcceptGump(m_Scroll, from));; guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02899","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Commands/ItemExpCommand.cs","Gump:L73:from.SendGump(; guards=AccessGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02900","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L565:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02901","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L578:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02902","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L591:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02903","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L604:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02904","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L617:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02905","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L630:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02906","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L720:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02907","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L776:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02908","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L832:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02909","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L928:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02910","10.3 Global Hooks And Startup Side Effects","Items:Magical","Data/Scripts/Items/Magical/God/Gumps/ItemExperienceGump.cs","Gump:L994:m_From.SendGump(; guards=BoundsGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02911","10.3 Global Hooks And Startup Side Effects","Items:Misc","Data/Scripts/Items/Misc/HairDye.cs","Gump:L44:from.SendGump(new HairDyeGump(this));; guards=BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02912","10.3 Global Hooks And Startup Side Effects","Items:Misc","Data/Scripts/Items/Misc/SpecialBeardDye.cs","Gump:L45:from.SendGump(new SpecialBeardDyeGump(this));; guards=BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02913","10.3 Global Hooks And Startup Side Effects","Items:Misc","Data/Scripts/Items/Misc/SpecialHairDye.cs","Gump:L45:from.SendGump(new SpecialHairDyeGump(this));; guards=BoundsGuard;DeletedGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02914","10.3 Global Hooks And Startup Side Effects","Items:Misc","Data/Scripts/Items/Misc/Games/Tarot.cs","Gump:L233:from.SendGump(new TarotGump(GetFortuneImg(MyFortune)));; guards=BoundsGuard;PacketReadGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02915","10.3 Global Hooks And Startup Side Effects","Items:Misc","Data/Scripts/Items/Misc/Games/Tarot.cs","Gump:L242:from.SendGump(new TarotGump(GetFortuneImg(MyFortune)));; guards=BoundsGuard;PacketReadGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02916","10.3 Global Hooks And Startup Side Effects","Items:Misc","Data/Scripts/Items/Misc/Games/Tarot.cs","Gump:L251:from.SendGump(new TarotGump(GetFortuneImg(MyFortune)));; guards=BoundsGuard;PacketReadGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02917","10.3 Global Hooks And Startup Side Effects","Items:Misc","Data/Scripts/Items/Misc/Games/Tarot.cs","Gump:L260:from.SendGump(new TarotGump(GetFortuneImg(MyFortune)));; guards=BoundsGuard;PacketReadGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
"P10-F02918","10.3 Global Hooks And Startup Side Effects","Items:Misc","Data/Scripts/Items/Misc/Games/tarotpoker.cs","Gump:L44:from.SendGump(new TarotGump(0x454));; guards=AccessGuard;BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","P1","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","phase-05-global-hook-risk-list.csv","NeedsManualReview","Marker-derived high-risk global hook row."
