"SourceSystem","TargetSystem","EdgeType","Evidence","Strength","Impact","Notes","EvidenceSource"
"Doc:System Audit","Doc:docs/wiki/wiki/NPC_Mage_Advice.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/NPC_Shipwright_Sailing_Guide.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Obsolete_Script_Collection.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/offline-skill-training.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/OmniAI.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Pandoras_Gift_Box.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Player_Government_System_Guide.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Player_Mobile_Core.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/player-range-sensitive-mod.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/point-command.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/PvP_Consent_System.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Quest_Framework.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Race_Token_System.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Random_Encounter_Engine.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Ranger_Survival_Training.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Real_Estate_Broker_Appraisal.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Region_System.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Relic_Items.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Research_Magic.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Runic_Tools_Crafting.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Search_System.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Shinobi_Magic.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Shipwright_Sailing_Tutorial.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Shoppes_Vendors.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Skill_Lists.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Skill_Scripts.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/skill-stone.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Staff_Toolbar.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Standard_Crafting.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Static_Gump_Tool.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Stonecrafting.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Syth_Magic.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Taxidermy.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Technology_Items.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/tell-a-friend.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/The_One_Ring.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Trade_Guild_Enhancements.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Vendor_Core_System.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Voting_Rewards.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/Witchcraft.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/World_Basics_Commands.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Audit","Doc:docs/wiki/wiki/XML_Spawner_Enhancements.md","DocsOnly","docs/wiki/SystemAudit.md","Speculative","Docs","Markdown link suggests a documentation relationship only; runtime dependency requires source evidence.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Housing","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Mobiles/Base/StoreSalesList.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Items:Misc","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Items/Misc/Beeswax.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/BeeHiveAddon.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/BeeHiveHelp.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/beehivehelper.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Craft/CandleReligious.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Craft/ColorCandleLong.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Craft/ColorCandleShort.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Craft/JarsOfWax.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Craft/PaintCanvas.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Craft/WaxPaintings.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Craft/WaxSculptors.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/DefWaxCrafting.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Gumps/BeeHiveGumps.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Items/HiveTool.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Items/LargeWaxPot.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Items/RawBeeswax.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Items/Slumgum.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/Items/SmallWaxPot.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Trades:Apiculture","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Trades/Apiculture/WaxCrafting.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Vendor Core","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Mobiles/Base/StoreSalesList.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: Apiculture (Beekeeping)","Vendor Core","DocsSourceTrace","docs/wiki/Apiculture_Beekeeping.md -> Data/Scripts/Mobiles/Civilized/Vendors/Beekeeper.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: PvP Consent System","PlayerMobile Core","DocsSourceTrace","docs/wiki/PvP_Consent_System.md -> Data/Scripts/Mobiles/Base/PlayerMobile.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: PvP Consent System","PvP Consent","DocsSourceTrace","docs/wiki/PvP_Consent_System.md -> Data/Scripts/Custom/PvPConsent/GoddessOfProtection.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: PvP Consent System","PvP Consent","DocsSourceTrace","docs/wiki/PvP_Consent_System.md -> Data/Scripts/Custom/PvPConsent/Gumps/PKNONPKGUMP.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: PvP Consent System","PvP Consent","DocsSourceTrace","docs/wiki/PvP_Consent_System.md -> Data/Scripts/Custom/PvPConsent/NONPKEventMoongate.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: PvP Consent System","PvP Consent","DocsSourceTrace","docs/wiki/PvP_Consent_System.md -> Data/Scripts/Custom/PvPConsent/NONPKSword.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: PvP Consent System","PvP Consent","DocsSourceTrace","docs/wiki/PvP_Consent_System.md -> Data/Scripts/Custom/PvPConsent/PKSword.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: PvP Consent System","PvP Consent","DocsSourceTrace","docs/wiki/PvP_Consent_System.md -> Data/Scripts/Mobiles/Base/PlayerMobile.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: PvP Consent System","Regions","DocsSourceTrace","docs/wiki/PvP_Consent_System.md -> Data/Scripts/System/Regions/BaseRegion.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Doc:System Name: PvP Consent System","System:Misc","DocsSourceTrace","docs/wiki/PvP_Consent_System.md -> Data/Scripts/System/Misc/Notoriety.cs","Soft","Docs","Documentation page source trace points at files owned by the target system.","DocumentationTruthTable"
"Documentation","docs/wiki/pvp-consent-system.md","DocumentationConflict","docs/wiki/pvp-consent-system.md","Speculative","Docs","Alias page carries independent behavior claims and should be reconciled with canonical documentation.","DocumentationTruthTable"
"Documentation","docs/wiki/voting-system.md","DocumentationConflict","docs/wiki/voting-system.md","Speculative","Docs","Alias page carries independent behavior claims and should be reconciled with canonical documentation.","DocumentationTruthTable"
"Housing","DataFile:*.cfg","XMLConfig","Data/Scripts/Items/Houses/Monopoly/Decorate.cs:L61:string[] files = Directory.GetFiles(folder, ""*.cfg"");","Soft","Runtime;Data","Source string references checked-in data/config path or wildcard.","ConfigReferenceInventory"
"System:Misc","DataFile:*.cfg","XMLConfig","Data/Scripts/System/Misc/Build.cs:L36101:string[] files = Directory.GetFiles(folder, ""*.cfg"");","Soft","Runtime;Data","Source string references checked-in data/config path or wildcard.","ConfigReferenceInventory"
"XMLSpawner","DataFile:*.xml","XMLConfig","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs:L5811:files = Directory.GetFiles(filename, ""*.xml"");","Soft","Runtime;Data","Source string references checked-in data/config path or wildcard.","ConfigReferenceInventory"
"XMLSpawner","DataFile:*.xml","XMLConfig","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs:L7721:files = Directory.GetFiles(filename, ""*.xml"");","Soft","Runtime;Data","Source string references checked-in data/config path or wildcard.","ConfigReferenceInventory"
