"System","Classification","File","PrimaryRole","SecondaryRoles","RuntimeHooks","SerializedState","Gumps","ConfigData","VerificationStatus"
"Clone Offline Player Characters","GameplayLayer","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CloneThings.cs","Unknown","","","","","","PartiallyVerified"
"Clone Offline Player Characters","GameplayLayer","Data/Scripts/Custom/CloneOfflinePlayerCharacters/EtherealMountClone.cs","Persistence","","","class:EtherealMountClone","","","PartiallyVerified"
"Clone Offline Player Characters","GameplayLayer","Data/Scripts/Custom/CloneOfflinePlayerCharacters/MountClone.cs","Persistence","","","class:MountClone","","","PartiallyVerified"
"Clone Offline Player Characters","GameplayLayer","Data/Scripts/Custom/Invasion System/Add Ins/Lord BlackThorn Clone.cs","Persistence","StaffTooling","","class:BlackthornClone","","","PartiallyVerified"
"Clone Offline Player Characters","GameplayLayer","Data/Scripts/Custom/NPC Control/CloneCommands.cs","CommandSurface","StartupWiring;Persistence","Initialize","class:CloneCommands;class:CloneTarget;class:ControlTarget;class:CloneItem;class:ControlItem","","","PartiallyVerified"
"Clone Offline Player Characters","GameplayLayer","Data/Scripts/Custom/NPC Control/StaffCommands/CloneMe.cs","CommandSurface","StartupWiring;StaffTooling","Initialize","","","","PartiallyVerified"
"Clone Offline Player Characters","GameplayLayer","Data/Scripts/Magic/Ninjitsu/MirrorImage.cs","Persistence","CombatPolicy","","class:MirrorImage;class:Clone;class:CloneAI","","","PartiallyVerified"
"Clone Offline Player Characters","GameplayLayer","Data/Scripts/Magic/Research/Spells/Conjuration/ResearchClone.cs","CombatPolicy","","","","","","PartiallyVerified"
"Clone Offline Player Characters","GameplayLayer","Data/Scripts/Magic/Syth/Spells/Clone.cs","CombatPolicy","","","","","","PartiallyVerified"
"Offline Skill Training","GameplayLayer","Data/Scripts/Custom/Offline Skill Training/Items/AdvancedStudyBooks.cs","Persistence","PlayerProgression","","class:AdvancedAlchemyStudyBook;class:AdvancedAnatomyStudyBook;class:AdvancedDruidismStudyBook;class:AdvancedMercantileStudyBook;class:AdvancedArmsLoreStudyBook;class:AdvancedParryStudyBook;class:AdvancedBeggingStudyBook;class:AdvancedBlacksmithStudyBook;class:AdvancedBowcraftStudyBook;class:AdvancedPeacemakingStudyBook;class:AdvancedCampingStudyBook;class:AdvancedCarpentryStudyBook;class:AdvancedCartographyStudyBook;class:AdvancedCookingStudyBook;class:AdvancedSearchingStudyBook;class:AdvancedDiscordanceStudyBook;class:AdvancedPsychologyStudyBook;class:AdvancedHealingStudyBook;class:AdvancedSeafaringStudyBook;class:AdvancedForensicsStudyBook;class:AdvancedHerdingStudyBook;class:AdvancedHidingStudyBook;class:AdvancedProvocationStudyBook;class:AdvancedInscribeStudyBook;class:AdvancedLockpickingStudyBook;class:AdvancedMageryStudyBook;class:AdvancedMagicResistStudyBook;class:AdvancedTacticsStudyBook;class:AdvancedSnoopingStudyBook;class:AdvancedMusicianshipStudyBook;class:AdvancedPoisoningStudyBook;class:AdvancedMarksmanshipStudyBook;class:AdvancedSpiritualismStudyBook;class:AdvancedStealingStudyBook;class:AdvancedTailoringStudyBook;class:AdvancedTamingStudyBook;class:AdvancedTastingStudyBook;class:AdvancedTinkeringStudyBook;class:AdvancedTrackingStudyBook;class:AdvancedVeterinaryStudyBook;class:AdvancedSwordsStudyBook;class:AdvancedBludgeoningStudyBook;class:AdvancedFencingStudyBook;class:AdvancedFistFightingStudyBook;class:AdvancedLumberjackingStudyBook;class:AdvancedMiningStudyBook;class:AdvancedMeditationStudyBook;class:AdvancedStealthStudyBook;class:AdvancedRemoveTrapStudyBook;class:AdvancedNecromancyStudyBook;class:AdvancedFocusStudyBook;class:AdvancedKnightshipStudyBook;class:AdvancedBushidoStudyBook;class:AdvancedNinjitsuStudyBook;class:AdvancedElementalismStudyBook","","","PartiallyVerified"
"Offline Skill Training","GameplayLayer","Data/Scripts/Custom/Offline Skill Training/Items/LegendaryStudyBooks.cs","Persistence","PlayerProgression","","class:LegendaryAlchemyStudyBook;class:LegendaryAnatomyStudyBook;class:LegendaryDruidismStudyBook;class:LegendaryMercantileStudyBook;class:LegendaryArmsLoreStudyBook;class:LegendaryParryStudyBook;class:LegendaryBeggingStudyBook;class:LegendaryBlacksmithStudyBook;class:LegendaryBowcraftStudyBook;class:LegendaryPeacemakingStudyBook;class:LegendaryCampingStudyBook;class:LegendaryCarpentryStudyBook;class:LegendaryCartographyStudyBook;class:LegendaryCookingStudyBook;class:LegendarySearchingStudyBook;class:LegendaryDiscordanceStudyBook;class:LegendaryPsychologyStudyBook;class:LegendaryHealingStudyBook;class:LegendarySeafaringStudyBook;class:LegendaryForensicsStudyBook;class:LegendaryHerdingStudyBook;class:LegendaryHidingStudyBook;class:LegendaryProvocationStudyBook;class:LegendaryInscribeStudyBook;class:LegendaryLockpickingStudyBook;class:LegendaryMageryStudyBook;class:LegendaryMagicResistStudyBook;class:LegendaryTacticsStudyBook;class:LegendarySnoopingStudyBook;class:LegendaryMusicianshipStudyBook;class:LegendaryPoisoningStudyBook;class:LegendaryMarksmanshipStudyBook;class:LegendarySpiritualismStudyBook;class:LegendaryStealingStudyBook;class:LegendaryTailoringStudyBook;class:LegendaryTamingStudyBook;class:LegendaryTastingStudyBook;class:LegendaryTinkeringStudyBook;class:LegendaryTrackingStudyBook;class:LegendaryVeterinaryStudyBook;class:LegendarySwordsStudyBook;class:LegendaryBludgeoningStudyBook;class:LegendaryFencingStudyBook;class:LegendaryFistFightingStudyBook;class:LegendaryLumberjackingStudyBook;class:LegendaryMiningStudyBook;class:LegendaryMeditationStudyBook;class:LegendaryStealthStudyBook;class:LegendaryRemoveTrapStudyBook;class:LegendaryNecromancyStudyBook;class:LegendaryFocusStudyBook;class:LegendaryKnightshipStudyBook;class:LegendaryBushidoStudyBook;class:LegendaryNinjitsuStudyBook;class:LegendaryElementalismStudyBook","","","PartiallyVerified"
"Offline Skill Training","GameplayLayer","Data/Scripts/Custom/Offline Skill Training/Items/RandomStudyBooks.cs","Persistence","PlayerProgression","","class:AdvancedRandomStudyBook;class:LegendaryRandomStudyBook;class:StandardRandomStudyBook","","","PartiallyVerified"
"Offline Skill Training","GameplayLayer","Data/Scripts/Custom/Offline Skill Training/Items/StandardStudyBooks.cs","Persistence","PlayerProgression","","class:StandardAlchemyStudyBook;class:StandardAnatomyStudyBook;class:StandardDruidismStudyBook;class:StandardMercantileStudyBook;class:StandardArmsLoreStudyBook;class:StandardParryStudyBook;class:StandardBeggingStudyBook;class:StandardBlacksmithStudyBook;class:StandardBowcraftStudyBook;class:StandardPeacemakingStudyBook;class:StandardCampingStudyBook;class:StandardCarpentryStudyBook;class:StandardCartographyStudyBook;class:StandardCookingStudyBook;class:StandardSearchingStudyBook;class:StandardDiscordanceStudyBook;class:StandardPsychologyStudyBook;class:StandardHealingStudyBook;class:StandardSeafaringStudyBook;class:StandardForensicsStudyBook;class:StandardHerdingStudyBook;class:StandardHidingStudyBook;class:StandardProvocationStudyBook;class:StandardInscribeStudyBook;class:StandardLockpickingStudyBook;class:StandardMageryStudyBook;class:StandardMagicResistStudyBook;class:StandardTacticsStudyBook;class:StandardSnoopingStudyBook;class:StandardMusicianshipStudyBook;class:StandardPoisoningStudyBook;class:StandardMarksmanshipStudyBook;class:StandardSpiritualismStudyBook;class:StandardStealingStudyBook;class:StandardTailoringStudyBook;class:StandardTamingStudyBook;class:StandardTastingStudyBook;class:StandardTinkeringStudyBook;class:StandardTrackingStudyBook;class:StandardVeterinaryStudyBook;class:StandardSwordsStudyBook;class:StandardBludgeoningStudyBook;class:StandardFencingStudyBook;class:StandardFistFightingStudyBook;class:StandardLumberjackingStudyBook;class:StandardMiningStudyBook;class:StandardMeditationStudyBook;class:StandardStealthStudyBook;class:StandardRemoveTrapStudyBook;class:StandardNecromancyStudyBook;class:StandardFocusStudyBook;class:StandardKnightshipStudyBook;class:StandardBushidoStudyBook;class:StandardNinjitsuStudyBook;class:StandardElementalismStudyBook","","","PartiallyVerified"
"Offline Skill Training","GameplayLayer","Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs","StartupWiring","Persistence;PlayerProgression","EventSink;Initialize;OnLogin;OnLogout;Timer.DelayCall","class:StudyBook","","","PartiallyVerified"
"Offline Skill Training","GameplayLayer","Data/Scripts/Custom/Offline Skill Training/Vendors/SBStudyBookbinder.cs","PlayerProgression","Economy","","","","","PartiallyVerified"
"Offline Skill Training","GameplayLayer","Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs","Persistence","PlayerProgression;Economy","","class:StudyBookbinder","","","PartiallyVerified"
"OmniAI","ImportedPackage","Data/Scripts/Custom/OmniAI/AITester.cs","Persistence","","","class:AITester","","","PartiallyVerified"
"OmniAI","ImportedPackage","Data/Scripts/Custom/OmniAI/OmniAI Bushido.cs","Unknown","","","","","","PartiallyVerified"
"OmniAI","ImportedPackage","Data/Scripts/Custom/OmniAI/OmniAI Core.cs","Unknown","","","","","","PartiallyVerified"
"OmniAI","ImportedPackage","Data/Scripts/Custom/OmniAI/OmniAI Knightship.cs","Unknown","","","","","","PartiallyVerified"
"OmniAI","ImportedPackage","Data/Scripts/Custom/OmniAI/OmniAI Magery.cs","Unknown","","","","","","PartiallyVerified"
"OmniAI","ImportedPackage","Data/Scripts/Custom/OmniAI/OmniAI Necromancy.cs","Unknown","","","","","","PartiallyVerified"
"OmniAI","ImportedPackage","Data/Scripts/Custom/OmniAI/OmniAI Ninjitsu.cs","StartupWiring","","Timer.DelayCall","","","","PartiallyVerified"
"OmniAI","ImportedPackage","Data/Scripts/Custom/OmniAI/OmniAI Shared.cs","StartupWiring","","EventSink","","","","PartiallyVerified"
"AI Overhaul","GameplayLayer","Data/Scripts/Custom/AIOverhaul/AITacticalTargeting.cs","Unknown","","","","","","PartiallyVerified"
"Staff Toolbar","StaffEventTool","Data/Scripts/Custom/Staff Toolbar [2.0]/Toolbar.cs","StartupWiring","GumpUI;Persistence;StaffTooling","EventSink;Initialize;OnLogin","class:ToolbarHelper;class:ToolbarInfos;class:ToolbarInfo;class:Toolbar;class:ToolbarEdit;class:GumpIDs;enum:MiscIDs;enum:ButtonIDs","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddAnimation.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddArch.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCooking.cs","CommandSurface","StartupWiring;GumpUI;Crafting;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCustom.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddDeco.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddDungeon.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addfence.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addfloor.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddFurniture.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddGear.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddGround.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddLight.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddMisc.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddNature.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addplants.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addrock.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addroof.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddSignPost.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddStairGump.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Static Gump Tool","StaffEventTool","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddWallGump.cs","CommandSurface","StartupWiring;GumpUI;StaffTooling","Initialize","","OnResponse;SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/SongBook.cs","GumpUI","Persistence;CombatPolicy","","class:SongBook","SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/SongCommandList.cs","CommandSurface","StartupWiring;CombatPolicy","Initialize","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/SongSpells.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Gumps/SongBookGump.cs","GumpUI","CombatPolicy","","","OnResponse;SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/ArmysPaeon.cs","Persistence","CombatPolicy","","class:ArmysPaeonScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/EnchantingEtude.cs","Persistence","CombatPolicy","","class:EnchantingEtudeScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/EnergyCarol.cs","Persistence","CombatPolicy","","class:EnergyCarolScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/EnergyThrenody.cs","Persistence","CombatPolicy","","class:EnergyThrenodyScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/FireCarol.cs","Persistence","CombatPolicy","","class:FireCarolScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/FireThrenody.cs","Persistence","CombatPolicy","","class:FireThrenodyScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/FoeRequiem.cs","Persistence","CombatPolicy","","class:FoeRequiemScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/IceCarol.cs","Persistence","CombatPolicy","","class:IceCarolScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/IceThrenody.cs","Persistence","CombatPolicy","","class:IceThrenodyScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/KnightsMinne.cs","Persistence","CombatPolicy","","class:KnightsMinneScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/MagesBallad.cs","Persistence","CombatPolicy","","class:MagesBalladScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/MagicFinale.cs","Persistence","CombatPolicy","","class:MagicFinaleScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/PoisonCarol.cs","Persistence","CombatPolicy","","class:PoisonCarolScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/PoisonThrenody.cs","Persistence","CombatPolicy","","class:PoisonThrenodyScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/SheepfoeMambo.cs","Persistence","CombatPolicy","","class:SheepfoeMamboScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Scrolls/SinewyEtude.cs","Persistence","CombatPolicy","","class:SinewyEtudeScroll","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/ArmysPaeonSong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/EnchantingEtudeSong.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/EnergyCarolSong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/EnergyThrenodySong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/FireCarolSong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/FireThrenodySong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/FoeRequiemSong.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/IceCarolSong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/IceThrenodySong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/KnightsMinneSong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/MagesBalladSong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/MagicFinaleSong.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/PoisonCarolSong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/PoisonThrenodySong.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/SheepfoeMamboSong.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bard/Spells/SinewyEtudeSong.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/DisturbType.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/ForgetfulGem.cs","GumpUI","Persistence;CombatPolicy","","class:ForgetfulGem;class:CrystalGump","OnResponse;SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/Initializer.cs","StartupWiring","CombatPolicy","Initialize","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/Reagent.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/SpecialMove.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/Spell.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/SpellBooks.cs","Persistence","CombatPolicy","","class:MyNecromancerSpellbook;class:MyElementalSpellbook;class:MySpellbook;class:MyNinjabook;class:MySamuraibook;class:MyPaladinbook;class:MySongbook;class:BookProperties","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/SpellCircle.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/SpellHelper.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/SpellInfo.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/SpellRegistry.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/SpellState.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Base/UnsummonTimer.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bushido/BookOfBushido.cs","Persistence","CombatPolicy","","class:BookOfBushido","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bushido/Confidence.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bushido/CounterAttack.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bushido/Evasion.cs","StartupWiring","CombatPolicy","CustomTimerSubclass;Timer.DelayCall","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bushido/HonorableExecution.cs","StartupWiring","CombatPolicy","Timer.DelayCall","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bushido/LightningStrike.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bushido/MomentumStrike.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bushido/SamuraiMove.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Bushido/SamuraiSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/DeathKnightCommands.cs","CommandSurface","StartupWiring;CombatPolicy","Initialize","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/DeathKnightSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/DeathKnightSpellBook.cs","GumpUI","Persistence;CombatPolicy","","class:DeathKnightSpellbook","SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/DeathSkulls.cs","Persistence","CombatPolicy","","class:DeathKnightSkull750;class:DeathKnightSkull751;class:DeathKnightSkull752;class:DeathKnightSkull753;class:DeathKnightSkull754;class:DeathKnightSkull755;class:DeathKnightSkull756;class:DeathKnightSkull757;class:DeathKnightSkull758;class:DeathKnightSkull759;class:DeathKnightSkull760;class:DeathKnightSkull761;class:DeathKnightSkull762;class:DeathKnightSkull763","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/DevilPact.cs","Persistence","CombatPolicy","","class:DevilPact","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/SoulLantern.cs","Persistence","CombatPolicy","","class:SoulLantern","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Gumps/DeathKnightSpellBookGump.cs","GumpUI","CombatPolicy","","","OnResponse;SendGump","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/BanishSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/DemonicTouchSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/DevilPactSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/GrimReaperSpell.cs","StartupWiring","CombatPolicy","Timer.DelayCall","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/HagHandSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/HellfireSpell.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/LucifersBoltSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/OrbOfOrcusSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/ShieldOfHateSpell.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/SoulReaperSpell.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/StrengthOfSteelSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/StrikeSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/SuccubusSkinSpell.cs","StartupWiring","CombatPolicy","CustomTimerSubclass","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Death Knight/Spells/WrathSpell.cs","CombatPolicy","","","","","","PartiallyVerified"
"Spell Framework","SharedService","Data/Scripts/Magic/Druidism/BookDruidBrewing.cs","GumpUI","Persistence;CombatPolicy;Crafting","","class:BookDruidBrewing;class:BookGump","OnResponse;SendGump","","PartiallyVerified"
