"System","File","Line","GumpHook","Guards","Risk","Evidence","NeedsBoundsReview","NeedsNullStateReview"
"Spell Framework","Data/Scripts/Magic/Research/ResearchBag.cs","3999","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new ResearchGump(m_Bag, from));","No","No"
"Spell Framework","Data/Scripts/Magic/Research/ResearchBag.cs","4836","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new ResearchGump(m_Bag, from));","No","No"
"Spell Framework","Data/Scripts/Magic/Research/ResearchBag.cs","4843","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new ResearchGump(m_Bag, from));","No","No"
"Spell Framework","Data/Scripts/Magic/Research/ResearchBag.cs","4850","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new ResearchGump(m_Bag, from));","No","No"
"Spell Framework","Data/Scripts/Magic/Research/ResearchBag.cs","4856","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new ResearchGump(m_Bag, from));","No","No"
"Spell Framework","Data/Scripts/Magic/Research/Gumps/AncientSpellBookGump.cs","1118","SendGump","BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new AncientSpellbookGump(from, m_Book, page));","No","No"
"Spell Framework","Data/Scripts/Magic/Research/Gumps/AncientSpellBookGump.cs","1130","SendGump","BoundsGuard;NullGuard;StateGuard","Medium","from.SendGump(new AncientSpellbookGump(from, m_Book, m_Page));","No","No"
"Spell Framework","Data/Scripts/Magic/Research/Spells/Theurgy/ResearchDivination.cs","81","SendGump","StateGuard","High","from.SendGump(new StatsGump(from, p, 2));","Yes","No"
"Spell Framework","Data/Scripts/Magic/Research/Spells/Theurgy/ResearchDivination.cs","125","SendGump","StateGuard","High","from.SendGump(new Server.SkillHandlers.DruidismGump(from, c, 4));","Yes","No"
"Spell Framework","Data/Scripts/Magic/Research/Spells/Theurgy/ResearchDivination.cs","133","SendGump","StateGuard","High","from.SendGump(new Server.SkillHandlers.DruidismGump(from, c, 3));","Yes","No"
"Spell Framework","Data/Scripts/Magic/Shinobi/ShinobiScroll.cs","204","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new ShinobiScrollGump(from, this));","No","No"
"Spell Framework","Data/Scripts/Magic/Shinobi/ShinobiScroll.cs","1097","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new ShinobiRow(from, mScroll));","No","No"
"Spell Framework","Data/Scripts/Magic/Shinobi/ShinobiScroll.cs","1102","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new ShinobiColumn(from, mScroll));","No","No"
"Spell Framework","Data/Scripts/Magic/Shinobi/ShinobiScroll.cs","1119","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new ShinobiScrollGump(from, mScroll));","No","No"
"Spell Framework","Data/Scripts/Magic/Shinobi/ShinobiScroll.cs","1189","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new ShinobiRow(from, mScroll));","No","No"
"Spell Framework","Data/Scripts/Magic/Shinobi/ShinobiScroll.cs","1259","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new ShinobiColumn(from, mScroll));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/SythSpellbook.cs","103","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new SythSpellbookGump(from, this, 1));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/SythSpellbook.cs","514","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new PowerRow(from, mBook));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/SythSpellbook.cs","718","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new PowerColumn(from, mBook));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs","965","SendGump","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","from.SendGump(new SythSpellbookGump(from, m_Book, page));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs","1012","SendGump","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","from.SendGump(new SythSpellbookGump(from, m_Book, 1));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs","1018","SendGump","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","from.SendGump(new SythSpellbookGump(from, m_Book, 2));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs","1026","SendGump","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","from.SendGump(new Server.Items.SythSpellbook.PowerRow(from, m_Book));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs","1033","SendGump","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","from.SendGump(new Server.Items.SythSpellbook.PowerColumn(from, m_Book));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs","1045","SendGump","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","from.SendGump(new SythSpellbookGump(from, m_Book, 1));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs","1051","SendGump","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","from.SendGump(new SythSpellbookGump(from, m_Book, 6));","No","No"
"Spell Framework","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs","1088","SendGump","BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","from.SendGump(new SythSpellbookGump(from, m_Book, 1));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/BookWitchBrewing.cs","418","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","from.SendGump(new BookGump(from, page));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/BookWitchBrewing.cs","645","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","e.SendGump(new BookGump(e, 1));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","447","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBag(from, m_Pouch));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","450","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBar(from, m_Pouch, true));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","454","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBar(from, m_Pouch, false));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","461","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBag(from, m_Pouch));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","475","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBag(from, m_Pouch));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","489","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBag(from, m_Pouch));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","672","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBag(from, m_Pouch));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","684","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBar(from, m_Pouch, true));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","688","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBar(from, m_Pouch, false));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","980","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","from.SendGump(new WitchBar(from, m_Pouch, vertical));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/WitchPouch.cs","1260","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Medium","m_From.SendGump(new WitchBag(m_From, witchBag));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/Effects/VampireGift.cs","102","SendGump","BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","m.SendGump(new ResurrectGump(m, Caster));","No","No"
"Spell Framework","Data/Scripts/Magic/Witch/Effects/VampireGift.cs","115","SendGump","BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","master.SendGump(new PetResurrectGump(master, pet));","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/BaseHealer.cs","134","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","m.SendGump(new ResurrectCostGump(m, 1));","No","No"
"Bulk Orders","Data/Scripts/Mobiles/Base/BaseVendor.cs","172","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","m_From.SendGump(","No","No"
"Bulk Orders","Data/Scripts/Mobiles/Base/BaseVendor.cs","176","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","m_From.SendGump(","No","No"
"Bulk Orders","Data/Scripts/Mobiles/Base/BaseVendor.cs","3124","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","seller.SendGump(new LargeBODAcceptGump(seller, (LargeBOD)bulkOrder));","No","No"
"Bulk Orders","Data/Scripts/Mobiles/Base/BaseVendor.cs","3126","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","seller.SendGump(new SmallBODAcceptGump(seller, (SmallBOD)bulkOrder));","No","No"
"Bulk Orders","Data/Scripts/Mobiles/Base/BaseVendor.cs","3363","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","m_From.SendGump(new Server.Items.ExplainShopped(m_From, m_Vendor));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/Behavior.cs","9779","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","m_From.SendGump(new Gumps.ConfirmReleaseGump(m_From, m_Mobile));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/Behavior.cs","10397","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","e.Mobile.SendGump(","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","381","SendGump","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new BarkeeperGump(from, this));","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","482","SendGump","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new BarkeeperTitleGump(from, this));","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","494","SendGump","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new BarkeeperGump(from, this));","No","No"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","500","SendGump","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new PlayerVendorCustomizeGump(this, from));","No","No"
"PvP Consent","Data/Scripts/Mobiles/Base/PlayerMobile.cs","1047","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(","No","No"
"PvP Consent","Data/Scripts/Mobiles/Base/PlayerMobile.cs","6263","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","this.SendGump(new YoungDeathNotice());","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1089","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","to.SendGump(new NewPlayerVendorOwnerGump(this));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1096","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","to.SendGump(new PlayerVendorOwnerGump(this));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1142","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new PlayerVendorBuyGump(vendor, vi));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1663","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new NewPlayerVendorOwnerGump(m_Vendor));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1702","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new NewPlayerVendorOwnerGump(m_Vendor));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/RentedVendor.cs","260","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new RenterVendorRentalGump(m_Vendor));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/RentedVendor.cs","267","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new LandlordVendorRentalGump(m_Vendor));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Base/RentedVendor.cs","369","SendGump","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","owner.SendGump(new VendorRentalRefundGump(m_Vendor, from, amount));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Chuckles.cs","256","SendGump","BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/DeathKnightDemon.cs","207","SendGump","BoundsGuard;MapGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/NecroGreeter.cs","144","SendGump","BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Priest.cs","95","SendGump","BoundsGuard;MapGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/ShardGreeter.cs","97","SendGump","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(new GypsyTarotGump(m_Mobile, 0));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/ShardGreeter.cs","1137","SendGump","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new GypsyTarotGump(from, 1));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/ShardGreeter.cs","1152","SendGump","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new GypsyTarotGump(from, page));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Sherry.cs","90","SendGump","BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","from.SendGump(new SherryGump(from, this));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/TownGuards.cs","1000","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/TownHerald.cs","374","SendGump","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(new LoggingGumpCrier(mobile, 1));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/Citizens.cs","3684","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(new CitizenGump(m_Giver, m_Mobile));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Familiars/HordeMinion.cs","129","SendGump","AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Guilds/AlchemistGuildmaster.cs","68","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Guilds/ArcherGuildmaster.cs","76","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Guilds/AssassinGuildmaster.cs","92","SendGump","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Guilds/CartographersGuildmaster.cs","64","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Guilds/DruidGuildmaster.cs","314","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Guilds/LibrarianGuildmaster.cs","196","SendGump","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Guilds/NecromancerGuildmaster.cs","75","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","m.SendGump(new ResurrectCostGump(m, 1));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Guilds/NecromancerGuildmaster.cs","159","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Guilds/TinkerGuildmaster.cs","84","SendGump","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard","Medium","m_From.SendGump(new WeaponEngravingTool.ConfirmGump(tool, m_Vendor));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Healers/EvilHealer.cs","97","SendGump","BoundsGuard;MapGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Healers/Healer.cs","88","SendGump","BoundsGuard;MapGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Healers/WanderingHealer.cs","94","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/Courier.cs","337","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/Devon.cs","92","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs","311","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs","391","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(new EpicBookGump(m_Mobile, m_Giver, 0, m_Pay));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs","1610","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new EpicBookGump(from, m_Giver, page, m_Pay));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs","2334","SendGump","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new EpicBookGump(from, this, 0, false));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/Garth.cs","126","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/GodOfCourage.cs","76","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/Kylearan.cs","96","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","m_Mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/MadGodPriest.cs","138","SendGump","BoundsGuard;PacketReadGuard;RangeGuard;StateGuard","High","m_Mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/Roscoe.cs","99","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/Xardok.cs","111","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Special/Xardok.cs","221","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","m_Mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Exalted.cs","101","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Exalted.cs","135","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Legendary.cs","101","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Legendary.cs","135","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Mythical.cs","101","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Mythical.cs","135","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Power.cs","101","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Power.cs","135","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Wonderous.cs","101","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Wonderous.cs","135","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/Alchemist.cs","77","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/AnimalTrainer.cs","137","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/AnimalTrainer.cs","170","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(new Server.Mobiles.Veterinarian.RidingGump(mobile));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/AnimalTrainer.cs","658","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","from.SendGump(new ClaimListGump(this, from, list));","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/Architect.cs","68","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/Armorer.cs","92","SendGump","BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/Artist.cs","96","SendGump","BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","mobile.SendGump(","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/Baker.cs","70","SendGump","BoundsGuard;PacketReadGuard;StateGuard","High","mobile.SendGump(","No","No"
"Vendor Core","Data/Scripts/Mobiles/Civilized/Vendors/Banker.cs","408","SendGump","BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","mobile.SendGump(","No","No"
