"GumpMarker","File","Line","LikelySystem","Evidence"
"SendGump","Data/Scripts/Magic/Witch/WitchPouch.cs","475","Magic:Witch","from.SendGump(new WitchBag(from, m_Pouch));"
"SendGump","Data/Scripts/Magic/Witch/WitchPouch.cs","489","Magic:Witch","from.SendGump(new WitchBag(from, m_Pouch));"
"SendGump","Data/Scripts/Magic/Witch/WitchPouch.cs","672","Magic:Witch","from.SendGump(new WitchBag(from, m_Pouch));"
"SendGump","Data/Scripts/Magic/Witch/WitchPouch.cs","684","Magic:Witch","from.SendGump(new WitchBar(from, m_Pouch, true));"
"SendGump","Data/Scripts/Magic/Witch/WitchPouch.cs","688","Magic:Witch","from.SendGump(new WitchBar(from, m_Pouch, false));"
"SendGump","Data/Scripts/Magic/Witch/WitchPouch.cs","980","Magic:Witch","from.SendGump(new WitchBar(from, m_Pouch, vertical));"
"SendGump","Data/Scripts/Magic/Witch/WitchPouch.cs","1260","Magic:Witch","m_From.SendGump(new WitchBag(m_From, witchBag));"
"SendGump","Data/Scripts/Magic/Witch/Effects/VampireGift.cs","102","Magic:Witch","m.SendGump(new ResurrectGump(m, Caster));"
"SendGump","Data/Scripts/Magic/Witch/Effects/VampireGift.cs","115","Magic:Witch","master.SendGump(new PetResurrectGump(master, pet));"
"SendGump","Data/Scripts/Mobiles/Base/BaseHealer.cs","134","Mobiles:Base","m.SendGump(new ResurrectCostGump(m, 1));"
"SendGump","Data/Scripts/Mobiles/Base/BaseVendor.cs","172","Mobiles:Base","m_From.SendGump("
"SendGump","Data/Scripts/Mobiles/Base/BaseVendor.cs","176","Mobiles:Base","m_From.SendGump("
"SendGump","Data/Scripts/Mobiles/Base/BaseVendor.cs","3124","Mobiles:Base","seller.SendGump(new LargeBODAcceptGump(seller, (LargeBOD)bulkOrder));"
"SendGump","Data/Scripts/Mobiles/Base/BaseVendor.cs","3126","Mobiles:Base","seller.SendGump(new SmallBODAcceptGump(seller, (SmallBOD)bulkOrder));"
"SendGump","Data/Scripts/Mobiles/Base/BaseVendor.cs","3363","Mobiles:Base","m_From.SendGump(new Server.Items.ExplainShopped(m_From, m_Vendor));"
"SendGump","Data/Scripts/Mobiles/Base/Behavior.cs","9779","Mobiles:Base","m_From.SendGump(new Gumps.ConfirmReleaseGump(m_From, m_Mobile));"
"SendGump","Data/Scripts/Mobiles/Base/Behavior.cs","10397","Mobiles:Base","e.Mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","381","Mobiles:Base","from.SendGump(new BarkeeperGump(from, this));"
"SendGump","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","482","Mobiles:Base","from.SendGump(new BarkeeperTitleGump(from, this));"
"SendGump","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","494","Mobiles:Base","from.SendGump(new BarkeeperGump(from, this));"
"SendGump","Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs","500","Mobiles:Base","from.SendGump(new PlayerVendorCustomizeGump(this, from));"
"SendGump","Data/Scripts/Mobiles/Base/PlayerMobile.cs","1047","Mobiles:Base","from.SendGump("
"SendGump","Data/Scripts/Mobiles/Base/PlayerMobile.cs","6263","Mobiles:Base","this.SendGump(new YoungDeathNotice());"
"SendGump","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1089","Mobiles:Base","to.SendGump(new NewPlayerVendorOwnerGump(this));"
"SendGump","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1096","Mobiles:Base","to.SendGump(new PlayerVendorOwnerGump(this));"
"SendGump","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1142","Mobiles:Base","from.SendGump(new PlayerVendorBuyGump(vendor, vi));"
"SendGump","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1663","Mobiles:Base","from.SendGump(new NewPlayerVendorOwnerGump(m_Vendor));"
"SendGump","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1702","Mobiles:Base","from.SendGump(new NewPlayerVendorOwnerGump(m_Vendor));"
"SendGump","Data/Scripts/Mobiles/Base/RentedVendor.cs","260","Mobiles:Base","from.SendGump(new RenterVendorRentalGump(m_Vendor));"
"SendGump","Data/Scripts/Mobiles/Base/RentedVendor.cs","267","Mobiles:Base","from.SendGump(new LandlordVendorRentalGump(m_Vendor));"
"SendGump","Data/Scripts/Mobiles/Base/RentedVendor.cs","369","Mobiles:Base","owner.SendGump(new VendorRentalRefundGump(m_Vendor, from, amount));"
"SendGump","Data/Scripts/Mobiles/Civilized/Chuckles.cs","256","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/DeathKnightDemon.cs","207","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/NecroGreeter.cs","144","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Priest.cs","95","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/ShardGreeter.cs","97","Mobiles:Civilized","mobile.SendGump(new GypsyTarotGump(m_Mobile, 0));"
"SendGump","Data/Scripts/Mobiles/Civilized/ShardGreeter.cs","1137","Mobiles:Civilized","from.SendGump(new GypsyTarotGump(from, 1));"
"SendGump","Data/Scripts/Mobiles/Civilized/ShardGreeter.cs","1152","Mobiles:Civilized","from.SendGump(new GypsyTarotGump(from, page));"
"SendGump","Data/Scripts/Mobiles/Civilized/Sherry.cs","90","Mobiles:Civilized","from.SendGump(new SherryGump(from, this));"
"SendGump","Data/Scripts/Mobiles/Civilized/TownGuards.cs","1000","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/TownHerald.cs","374","Mobiles:Civilized","mobile.SendGump(new LoggingGumpCrier(mobile, 1));"
"SendGump","Data/Scripts/Mobiles/Civilized/Citizens/Citizens.cs","3684","Mobiles:Civilized","mobile.SendGump(new CitizenGump(m_Giver, m_Mobile));"
"SendGump","Data/Scripts/Mobiles/Civilized/Familiars/HordeMinion.cs","129","Mobiles:Civilized","from.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Guilds/AlchemistGuildmaster.cs","68","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Guilds/ArcherGuildmaster.cs","76","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Guilds/AssassinGuildmaster.cs","92","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Guilds/CartographersGuildmaster.cs","64","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Guilds/DruidGuildmaster.cs","314","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Guilds/LibrarianGuildmaster.cs","196","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Guilds/NecromancerGuildmaster.cs","75","Mobiles:Civilized","m.SendGump(new ResurrectCostGump(m, 1));"
"SendGump","Data/Scripts/Mobiles/Civilized/Guilds/NecromancerGuildmaster.cs","159","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Guilds/TinkerGuildmaster.cs","84","Mobiles:Civilized","m_From.SendGump(new WeaponEngravingTool.ConfirmGump(tool, m_Vendor));"
"SendGump","Data/Scripts/Mobiles/Civilized/Healers/EvilHealer.cs","97","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Healers/Healer.cs","88","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Healers/WanderingHealer.cs","94","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/Courier.cs","337","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/Devon.cs","92","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs","311","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs","391","Mobiles:Civilized","mobile.SendGump(new EpicBookGump(m_Mobile, m_Giver, 0, m_Pay));"
"SendGump","Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs","1610","Mobiles:Civilized","from.SendGump(new EpicBookGump(from, m_Giver, page, m_Pay));"
"SendGump","Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs","2334","Mobiles:Civilized","from.SendGump(new EpicBookGump(from, this, 0, false));"
"SendGump","Data/Scripts/Mobiles/Civilized/Special/Garth.cs","126","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/GodOfCourage.cs","76","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/Kylearan.cs","96","Mobiles:Civilized","m_Mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/MadGodPriest.cs","138","Mobiles:Civilized","m_Mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/Roscoe.cs","99","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/Xardok.cs","111","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Special/Xardok.cs","221","Mobiles:Civilized","m_Mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Exalted.cs","101","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Exalted.cs","135","Mobiles:Civilized","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));"
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Legendary.cs","101","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Legendary.cs","135","Mobiles:Civilized","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));"
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Mythical.cs","101","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Mythical.cs","135","Mobiles:Civilized","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));"
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Power.cs","101","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Power.cs","135","Mobiles:Civilized","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));"
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Wonderous.cs","101","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Wonderous.cs","135","Mobiles:Civilized","mobile.SendGump(new PowerGump("""", m_Mobile, m_Giver));"
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Alchemist.cs","77","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/AnimalTrainer.cs","137","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/AnimalTrainer.cs","170","Mobiles:Civilized","mobile.SendGump(new Server.Mobiles.Veterinarian.RidingGump(mobile));"
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/AnimalTrainer.cs","658","Mobiles:Civilized","from.SendGump(new ClaimListGump(this, from, list));"
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Architect.cs","68","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Armorer.cs","92","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Artist.cs","96","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Baker.cs","70","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Banker.cs","408","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Bard.cs","80","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Barkeeper.cs","59","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Blacksmith.cs","122","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Bowyer.cs","106","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Cook.cs","87","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/CustomHairstylist.cs","118","Mobiles:Civilized","m_From.SendGump(new HairstylistBuyGump(m_From, m_CustomHairstylist, m_SellList));"
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/CustomHairstylist.cs","335","Mobiles:Civilized","m_From.SendGump(g);"
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Druid.cs","102","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/DruidTree.cs","83","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/DrunkenPirate.cs","82","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Elementalist.cs","99","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Enchanter.cs","77","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Farmer.cs","98","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Furtrader.cs","85","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/GypsyLady.cs","285","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Herbalist.cs","72","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/HolyMage.cs","100","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/InnKeeper.cs","69","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Jester.cs","120","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/KeeperOfChivalry.cs","97","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/KungFu.cs","88","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/LeatherWorker.cs","74","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Mage.cs","109","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Mapmaker.cs","70","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/NecroMage.cs","91","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Necromancer.cs","91","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Provisioner.cs","100","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Ranger.cs","85","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Sage.cs","198","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Scribe.cs","73","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Shepherd.cs","185","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Shepherd.cs","218","Mobiles:Civilized","mobile.SendGump(new Server.Mobiles.Veterinarian.RidingGump(mobile));"
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Shepherd.cs","439","Mobiles:Civilized","from.SendGump(new ClaimListGump(this, from, list));"
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Shipwright.cs","171","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/StoneCrafter.cs","86","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Tailor.cs","74","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Tanner.cs","75","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/TavernKeeper.cs","69","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Thief.cs","108","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Undertaker.cs","91","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/VarietyDealer.cs","63","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Veterinarian.cs","65","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Veterinarian.cs","100","Mobiles:Civilized","mobile.SendGump(new Server.Mobiles.Veterinarian.RidingGump(mobile));"
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Weaponsmith.cs","97","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Weaver.cs","71","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Civilized/Vendors/Witches.cs","94","Mobiles:Civilized","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Humanoids/Aliens/Jedi.cs","306","Mobiles:Humanoids","mobile.SendGump("
"SendGump","Data/Scripts/Mobiles/Mystical/EtherealWarrior.cs","89","Mobiles:Mystical","from.SendGump(new ResurrectGump(from, ResurrectMessage.Healer));"
"SendGump","Data/Scripts/Mobiles/Races/RacePotions.cs","39","Mobiles:Races","from.SendGump(new RacePotionsGump(from, 0));"
"SendGump","Data/Scripts/Mobiles/Races/RacePotions.cs","1068","Mobiles:Races","from.SendGump(new RacePotionsGump(from, m_Tavern));"
"SendGump","Data/Scripts/Mobiles/Races/RacePotions.cs","1258","Mobiles:Races","from.SendGump(new RacePotionsGump(from, m_Tavern));"
"SendGump","Data/Scripts/Mobiles/Races/RacePotions.cs","1263","Mobiles:Races","from.SendGump(new RacePotionsGump(from, m_Tavern));"
"SendGump","Data/Scripts/Mobiles/Races/RacePotions.cs","1264","Mobiles:Races","from.SendGump(new CreatureHelpGump(from, m_Tavern));"
"SendGump","Data/Scripts/Mobiles/Races/RacePotions.cs","1270","Mobiles:Races","from.SendGump(new RacePotionsGump(from, m_Tavern));"
"SendGump","Data/Scripts/Mobiles/Races/RacePotions.cs","1315","Mobiles:Races","from.SendGump(new Server.Engines.Help.HelpGump(from, 12));"
"SendGump","Data/Scripts/Mobiles/Unique/GrayDragon.cs","194","Mobiles:Unique","from.SendGump("
"SendGump","Data/Scripts/Mobiles/Unique/Mangar.cs","407","Mobiles:Unique","from.SendGump("
"SendGump","Data/Scripts/Mobiles/Unique/Spectres.cs","180","Mobiles:Unique","from.SendGump("
"SendGump","Data/Scripts/Mobiles/Unique/Tarjan.cs","247","Mobiles:Unique","from.SendGump("
"SendGump","Data/Scripts/Quests/GygaxStatue.cs","261","Quests:GygaxStatue.cs","e.SendGump(new GygaxGump(e));"
"SendGump","Data/Scripts/Quests/NoticeClue.cs","39","Quests:NoticeClue.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/NoticeClue.cs","50","Quests:NoticeClue.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/NoticeClue.cs","61","Quests:NoticeClue.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/NoticeClue.cs","72","Quests:NoticeClue.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/NoticeClue.cs","83","Quests:NoticeClue.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/NoticeClue.cs","94","Quests:NoticeClue.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/QuestChests.cs","56","Quests:QuestChests.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/QuestChests.cs","125","Quests:QuestChests.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/QuestChests.cs","196","Quests:QuestChests.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/QuestChests.cs","271","Quests:QuestChests.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/QuestChests.cs","352","Quests:QuestChests.cs","from.SendGump("
"SendGump","Data/Scripts/Quests/Quests.cs","28","Quests:Quests.cs","from.SendGump(new QuestsGump(from));"
"SendGump","Data/Scripts/Quests/ScrollClue.cs","1480","Quests:ScrollClue.cs","e.SendGump(new ClueGump(e, this));"
"SendGump","Data/Scripts/Quests/SomeRandomNote.cs","1458","Quests:SomeRandomNote.cs","e.SendGump(new ClueGump(e, this));"
"SendGump","Data/Scripts/Quests/Codex/CodexWisdom.cs","486","Quests:Codex","from.SendGump(new CodexGump(m_CodexWisdom, warn, from));"
"SendGump","Data/Scripts/Quests/Codex/CodexWisdom.cs","794","Quests:Codex","from.SendGump(new LenseGump(this, 0, from));"
"SendGump","Data/Scripts/Quests/Codex/CodexWisdom.cs","799","Quests:Codex","from.SendGump(new LenseGump(this, 1, from));"
"SendGump","Data/Scripts/Quests/Codex/CodexWisdom.cs","804","Quests:Codex","from.SendGump(new CodexGump(this, null, from));"
"SendGump","Data/Scripts/Quests/Codex/VortexCube.cs","336","Quests:Codex","from.SendGump(new VortexGump(this, from));"
"SendGump","Data/Scripts/Quests/Epic/CourierMail.cs","215","Quests:Epic","e.SendGump(new SearchGump(e, this));"
"SendGump","Data/Scripts/Quests/Fishing/FishingQuestBoard.cs","40","Quests:Fishing","e.SendGump("
"SendGump","Data/Scripts/Quests/Fishing/FishingQuestBoard.cs","74","Quests:Fishing","m_Mobile.SendGump("
"SendGump","Data/Scripts/Quests/Fishing/FishingQuestBoard.cs","177","Quests:Fishing","m_Mobile.SendGump("
"SendGump","Data/Scripts/Quests/Frankenstein/FrankenJournal.cs","190","Quests:Frankenstein","from.SendGump(new FrankenGump(this, from));"
"SendGump","Data/Scripts/Quests/Golems/GolemManual.cs","129","Quests:Golems","from.SendGump(new GolemManualGump(from, this));"
"SendGump","Data/Scripts/Quests/Major/QuestTome.cs","404","Quests:Major","from.SendGump(new QuestTomeGump(this, from, 0));"
"SendGump","Data/Scripts/Quests/Major/QuestTome.cs","690","Quests:Major","from.SendGump(new QuestTomeGump(m_Book, from, 1));"
"SendGump","Data/Scripts/Quests/Major/QuestTome.cs","694","Quests:Major","from.SendGump(new QuestTomeGump(m_Book, from, 0));"
"SendGump","Data/Scripts/Quests/Museum/MuseumBook.cs","56","Quests:Museum","from.SendGump(new MuseumBookGump(from, this, 1, GetNext(this)));"
"SendGump","Data/Scripts/Quests/Museum/Gumps/MuseumBookGump.cs","467","Quests:Museum","from.SendGump(new MuseumBookGump(from, m_Book, 1, turner));"
"SendGump","Data/Scripts/Quests/Museum/Gumps/MuseumBookGump.cs","475","Quests:Museum","from.SendGump(new MuseumBookGump(from, m_Book, 2, turner));"
"SendGump","Data/Scripts/Quests/Museum/Gumps/MuseumBookGump.cs","479","Quests:Museum","from.SendGump(new MuseumBookGump(from, m_Book, 3, 1));"
"SendGump","Data/Scripts/Quests/Museum/Gumps/MuseumBookGump.cs","488","Quests:Museum","from.SendGump(new MuseumBookGump(from, m_Book, page, info.ButtonID));"
"SendGump","Data/Scripts/Quests/Pagan/ObeliskTip.cs","195","Quests:Pagan","from.SendGump(new ObeliskGump(this, from));"
"SendGump","Data/Scripts/Quests/Pagan/ObsidianGate.cs","73","Quests:Pagan","from.SendGump(new Server.Items.GateMoon.MoonGateGump(from, true));"
"SendGump","Data/Scripts/Quests/Pagan/PaganArtifact.cs","94","Quests:Pagan","from.SendGump(new PaganArtifactGump(from, this));"
"SendGump","Data/Scripts/Quests/Prisoners/Prisoner.cs","682","Quests:Prisoners","from.SendGump(new PrisonerGump(this, from));"
"SendGump","Data/Scripts/Quests/Robots/RobotSchematics.cs","59","Quests:Robots","from.SendGump(new RobotSchematicsGump(from, this));"
"SendGump","Data/Scripts/Quests/Runes/RuneBox.cs","384","Quests:Runes","from.SendGump(new RuneBoxGump(this, from));"
"SendGump","Data/Scripts/Quests/Search/SearchBoard.cs","41","Quests:Search","e.SendGump("
"SendGump","Data/Scripts/Quests/Search/SearchBook.cs","61","Quests:Search","from.SendGump(new SearchBookGump(from, this, 0));"
"SendGump","Data/Scripts/Quests/Search/SearchBook.cs","481","Quests:Search","from.SendGump(new SearchBookGump(from, m_Book, page));"
"SendGump","Data/Scripts/Quests/Search/SearchPage.cs","222","Quests:Search","e.SendGump(new SearchGump(e, this));"
"SendGump","Data/Scripts/Quests/Standard/StandardQuestBoard.cs","40","Quests:Standard","e.SendGump("
"SendGump","Data/Scripts/Quests/Standard/StandardQuestBoard.cs","74","Quests:Standard","m_Mobile.SendGump("
"SendGump","Data/Scripts/Quests/Standard/StandardQuestBoard.cs","177","Quests:Standard","m_Mobile.SendGump("
"SendGump","Data/Scripts/Quests/Summon/SummonPrison.cs","484","Quests:Summon","from.SendGump(new SummonTutorial(from, this));"
"SendGump","Data/Scripts/Quests/Thief/ThiefNote.cs","219","Quests:Thief","from.SendGump(new NoteGump(this));"
"SendGump","Data/Scripts/System/Chat/Gumps/1.0 Skin/ListGump10.cs","1005","System:Chat","Owner.SendGump(new ClientGump(Owner, m.NetState));"
"SendGump","Data/Scripts/System/Chat/Gumps/2.0 Skin/ListGump20.cs","1035","System:Chat","Owner.SendGump(new ClientGump(Owner, m.NetState));"
"SendGump","Data/Scripts/System/Chat/Gumps/3.0 Skin/ListGump.cs","1155","System:Chat","Owner.SendGump(new ClientGump(Owner, m.NetState));"
"SendGump","Data/Scripts/System/Chat/Gumps/3.0 Skin/ProfileGump.cs","477","System:Chat","Owner.SendGump(new ClientGump(Owner, c_Target.NetState));"
"SendGump","Data/Scripts/System/Chat/Gumps/Gumps Plus/GumpPlus.cs","82","System:Chat","c_Owner.SendGump(this);"
"SendGump","Data/Scripts/System/Chat/Gumps/Gumps Plus/GumpPlus.cs","87","System:Chat","c_Owner.SendGump(this);"
"SendGump","Data/Scripts/System/Commands/AddonGenerator.cs","207","System:Commands","e.Mobile.SendGump(new InternalGump(e.Mobile, state));"
"SendGump","Data/Scripts/System/Commands/AddonGenerator.cs","434","System:Commands","from.SendGump(new InternalGump(from, args));"
"SendGump","Data/Scripts/System/Commands/AddonGenerator.cs","998","System:Commands","sender.Mobile.SendGump(new InternalGump(sender.Mobile, m_State));"
"SendGump","Data/Scripts/System/Commands/AddToBank.cs","43","System:Commands","e.Mobile.SendGump(new AddToBankGump());"
"SendGump","Data/Scripts/System/Commands/AddToBank.cs","610","System:Commands","from.SendGump(new AddToBankGump(GiveRule, Access, TypeName, m_Amount));"
"SendGump","Data/Scripts/System/Commands/AddToBank.cs","616","System:Commands","from.SendGump(new AddToBankGump(GiveRule, Access, TypeName, m_Amount));"
"SendGump","Data/Scripts/System/Commands/AddToBank.cs","638","System:Commands","from.SendGump(new AddToBankGump(GiveRule, Access, TypeName, m_Amount));"
"SendGump","Data/Scripts/System/Commands/AddToBank.cs","646","System:Commands","from.SendGump("
