"SystemOwner","File","SourceHash","Type","Surface","TimeSource","Mutation","Disposition","Adapter","CatalogKey","TestId","Evidence","Rationale"
"Items:Misc","Data/Scripts/Items/Misc/Games/Tarot.cs","D5DB1AAA06CB47572567C2F430279773C53254792CDE3D37DFF61A343D2E20F5","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/Games/Tarot.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/Games/tarotpoker.cs","4DF587C038F728708CC4E64F857A6311302E221B8B3653C71B4B51D31115B602","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/Games/tarotpoker.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/Games/tarotpoker.cs","4DF587C038F728708CC4E64F857A6311302E221B8B3653C71B4B51D31115B602","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/Games/tarotpoker.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/GlassItems.cs","AFF54987BFE2EAF3E0F5999D50EC12F5EEC76674601AE4F32BE54E68A0B387B5","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/GlassItems.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/Gold.cs","236005D21B3B1970EB329247A3F885FAD1B912592001D901544D63368BBA7EA9","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/Gold.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/Guillotine.cs","F495FBAEAA1BAC8F9652085FDB1E1A35DEACE29CC3843960D520A65EA11E31C1","RuntimeScript","Timer.DelayCall","WallClock","None","WallClockUnaffected","Mutation backstop","Effect:DelayCall","TBC-TIMER-DELAY","Data/Scripts/Items/Misc/Guillotine.cs regex:Timer\.DelayCall\s*\(","Delayed world work stays wall-clock; participant mutations still require an authorized scope."
"Items:Misc","Data/Scripts/Items/Misc/Guillotine.cs","F495FBAEAA1BAC8F9652085FDB1E1A35DEACE29CC3843960D520A65EA11E31C1","RuntimeScript","Clock.DateTimeNow","WallClock","None","WallClockUnaffected","Central actor-time seams","Clock:*","TBC-CLOCK-WALL","Data/Scripts/Items/Misc/Guillotine.cs regex:DateTime\.Now","Only central combat cooldown, skill, spell, effect, and AI seams use participant time."
"Items:Misc","Data/Scripts/Items/Misc/Guillotine.cs","F495FBAEAA1BAC8F9652085FDB1E1A35DEACE29CC3843960D520A65EA11E31C1","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/Guillotine.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/Guillotine.cs","F495FBAEAA1BAC8F9652085FDB1E1A35DEACE29CC3843960D520A65EA11E31C1","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Items/Misc/Guillotine.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Items:Misc","Data/Scripts/Items/Misc/Guillotine.cs","F495FBAEAA1BAC8F9652085FDB1E1A35DEACE29CC3843960D520A65EA11E31C1","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/Guillotine.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/HairDye.cs","3B5DED29D172FA1C977D841BD490273774FC869635C8FD05B5D469468F48F448","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/HairDye.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/HairDye.cs","3B5DED29D172FA1C977D841BD490273774FC869635C8FD05B5D469468F48F448","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/HairDye.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/HomePlants.cs","3A8427D36499BAAF3A3F65C8EC15CD2B7CA4FE52EC15F60983AF0A3FCF697E5B","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/HomePlants.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/IDurability.cs","D4DD6245014C6C1456E4F1775B2FB18D10E568288768200B6498283E301C2F94","RuntimeScript","NoDetectedCombatSurface","N/A","None","NotCombatRelevant","None","None","TBC-INVENTORY-COVERAGE","Data/Scripts/Items/Misc/IDurability.cs full-file scan","The reproducible surface scan found no turn-combat interception pattern."
"Items:Misc","Data/Scripts/Items/Misc/IvoryTusk.cs","3E9A006B5763507BE4FD98FA586DDC638D10E49822D41979051F1E25348CBD3B","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/IvoryTusk.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/Key.cs","8437BD2CCC992DB910D1E5CD9404401254B7DBD2841FD46E7266E3A2AD9D0C30","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/Key.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/Key.cs","8437BD2CCC992DB910D1E5CD9404401254B7DBD2841FD46E7266E3A2AD9D0C30","RuntimeScript","Action.Target","N/A","None","NativeBridge","Target.Invoke completion bridge","Target:*","TBC-ACTION-TARGET","Data/Scripts/Items/Misc/Key.cs regex:\bOnTarget\s*\(","Target completion commits or refunds the actor's pending lease."
"Items:Misc","Data/Scripts/Items/Misc/Key.cs","8437BD2CCC992DB910D1E5CD9404401254B7DBD2841FD46E7266E3A2AD9D0C30","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/Key.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/KeyRing.cs","74EF35FCB0C79C72FF966E6DA3EFA737DF7BCC4E854C380FFB0E7605B19C5A6D","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/KeyRing.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/KeyRing.cs","74EF35FCB0C79C72FF966E6DA3EFA737DF7BCC4E854C380FFB0E7605B19C5A6D","RuntimeScript","Action.Target","N/A","None","NativeBridge","Target.Invoke completion bridge","Target:*","TBC-ACTION-TARGET","Data/Scripts/Items/Misc/KeyRing.cs regex:\bOnTarget\s*\(","Target completion commits or refunds the actor's pending lease."
"Items:Misc","Data/Scripts/Items/Misc/KeyRing.cs","74EF35FCB0C79C72FF966E6DA3EFA737DF7BCC4E854C380FFB0E7605B19C5A6D","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/KeyRing.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/LifeFountain.cs","2BE2E74982507D6DF23C4229C40B234199835C65574CE5F67CE6B8249361460D","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/LifeFountain.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/LOSBlocker.cs","421AA56904CA8E4C0B2EC278E15172BA1356996A1969E0A19F5C9244066822BE","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/LOSBlocker.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","3C9820995DDB7A7AB39D0AA44241375096460E7C0065946EBAB17DC945096AC3","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Items/Misc/MagicForges.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","3C9820995DDB7A7AB39D0AA44241375096460E7C0065946EBAB17DC945096AC3","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/MagicForges.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/MegalodonTooth.cs","D653B5F813C7A0D03116CA39D6FDF30F9AD7FE0D0455E45AFF461A03D86B30E7","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/MegalodonTooth.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/MorphItem.cs","CFCCB76EAAA9B1992C7A56D647AFF2BF66C9931B66078D7A317DFD3E04367029","RuntimeScript","Timer.DelayCall","WallClock","None","WallClockUnaffected","Mutation backstop","Effect:DelayCall","TBC-TIMER-DELAY","Data/Scripts/Items/Misc/MorphItem.cs regex:Timer\.DelayCall\s*\(","Delayed world work stays wall-clock; participant mutations still require an authorized scope."
"Items:Misc","Data/Scripts/Items/Misc/MorphItem.cs","CFCCB76EAAA9B1992C7A56D647AFF2BF66C9931B66078D7A317DFD3E04367029","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/MorphItem.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/MusicBox.cs","FC9665BD8A492EA7709B508640E1B9D6C6F1CE71E0F18F875095274D46AF831A","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/MusicBox.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/MusicBox.cs","FC9665BD8A492EA7709B508640E1B9D6C6F1CE71E0F18F875095274D46AF831A","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/MusicBox.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/OilCloth.cs","9A6CFBA4D8C1B93D94E99E447D57B105FCC912F6D5256E708D718911931406E2","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/OilCloth.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/OilCloth.cs","9A6CFBA4D8C1B93D94E99E447D57B105FCC912F6D5256E708D718911931406E2","RuntimeScript","Action.Target","N/A","None","NativeBridge","Target.Invoke completion bridge","Target:*","TBC-ACTION-TARGET","Data/Scripts/Items/Misc/OilCloth.cs regex:\bOnTarget\s*\(","Target completion commits or refunds the actor's pending lease."
"Items:Misc","Data/Scripts/Items/Misc/OilCloth.cs","9A6CFBA4D8C1B93D94E99E447D57B105FCC912F6D5256E708D718911931406E2","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Items/Misc/OilCloth.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Items:Misc","Data/Scripts/Items/Misc/OilCloth.cs","9A6CFBA4D8C1B93D94E99E447D57B105FCC912F6D5256E708D718911931406E2","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/OilCloth.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/Origami.cs","6DC828AAA2BFEBFFF2ED0C30C2476B49337AB416ECF1DE6E612AFFC1C3D01C99","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/Origami.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/Origami.cs","6DC828AAA2BFEBFFF2ED0C30C2476B49337AB416ECF1DE6E612AFFC1C3D01C99","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/Origami.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs","0F32164A174EF019CC8DF48205AEBC5C7CE46BBE20B0B1751447DFF821501A97","RuntimeScript","Clock.DateTimeNow","WallClock","None","WallClockUnaffected","Central actor-time seams","Clock:*","TBC-CLOCK-WALL","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs regex:DateTime\.Now","Only central combat cooldown, skill, spell, effect, and AI seams use participant time."
"Items:Misc","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs","0F32164A174EF019CC8DF48205AEBC5C7CE46BBE20B0B1751447DFF821501A97","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs","0F32164A174EF019CC8DF48205AEBC5C7CE46BBE20B0B1751447DFF821501A97","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/PlayerBulletinBoards.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/PlayerVendorDeed.cs","ABBE4FF50F5AAE0D5526CCD4F05EA13FEBFAD432EF1776268231223D7C80ADA9","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/PlayerVendorDeed.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/PlayerVendorDeed.cs","ABBE4FF50F5AAE0D5526CCD4F05EA13FEBFAD432EF1776268231223D7C80ADA9","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/PlayerVendorDeed.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/PoolOfAcid.cs","06A80C906D4BD8CA633C4956158ACBB14CAA5215D2522EB9548EE5DA7ED49DF2","RuntimeScript","Timer.DelayCall","WallClock","None","WallClockUnaffected","Mutation backstop","Effect:DelayCall","TBC-TIMER-DELAY","Data/Scripts/Items/Misc/PoolOfAcid.cs regex:Timer\.DelayCall\s*\(","Delayed world work stays wall-clock; participant mutations still require an authorized scope."
"Items:Misc","Data/Scripts/Items/Misc/PoolOfAcid.cs","06A80C906D4BD8CA633C4956158ACBB14CAA5215D2522EB9548EE5DA7ED49DF2","RuntimeScript","Clock.DateTimeNow","WallClock","None","WallClockUnaffected","Central actor-time seams","Clock:*","TBC-CLOCK-WALL","Data/Scripts/Items/Misc/PoolOfAcid.cs regex:DateTime\.Now","Only central combat cooldown, skill, spell, effect, and AI seams use participant time."
"Items:Misc","Data/Scripts/Items/Misc/PoolOfAcid.cs","06A80C906D4BD8CA633C4956158ACBB14CAA5215D2522EB9548EE5DA7ED49DF2","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Items/Misc/PoolOfAcid.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Items:Misc","Data/Scripts/Items/Misc/PoolOfAcid.cs","06A80C906D4BD8CA633C4956158ACBB14CAA5215D2522EB9548EE5DA7ED49DF2","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/PoolOfAcid.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/PowerCrystal.cs","206087220F7BECCBFF1A0FA2FCD1D7E2FABA00F2321FD4BCA01222898FB45C99","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/PowerCrystal.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/PowerCrystal.cs","206087220F7BECCBFF1A0FA2FCD1D7E2FABA00F2321FD4BCA01222898FB45C99","RuntimeScript","Action.Target","N/A","None","NativeBridge","Target.Invoke completion bridge","Target:*","TBC-ACTION-TARGET","Data/Scripts/Items/Misc/PowerCrystal.cs regex:\bOnTarget\s*\(","Target completion commits or refunds the actor's pending lease."
"Items:Misc","Data/Scripts/Items/Misc/PowerCrystal.cs","206087220F7BECCBFF1A0FA2FCD1D7E2FABA00F2321FD4BCA01222898FB45C99","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/PowerCrystal.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/PowerGenerator.cs","CAA8C86E94396BF1058765CFFCF822A46F2684AB838FEB359D515FD740473655","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Items/Misc/PowerGenerator.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Items:Misc","Data/Scripts/Items/Misc/PowerGenerator.cs","CAA8C86E94396BF1058765CFFCF822A46F2684AB838FEB359D515FD740473655","RuntimeScript","Clock.DateTimeNow","WallClock","None","WallClockUnaffected","Central actor-time seams","Clock:*","TBC-CLOCK-WALL","Data/Scripts/Items/Misc/PowerGenerator.cs regex:DateTime\.Now","Only central combat cooldown, skill, spell, effect, and AI seams use participant time."
"Items:Misc","Data/Scripts/Items/Misc/PowerGenerator.cs","CAA8C86E94396BF1058765CFFCF822A46F2684AB838FEB359D515FD740473655","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/PowerGenerator.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/PowerGenerator.cs","CAA8C86E94396BF1058765CFFCF822A46F2684AB838FEB359D515FD740473655","RuntimeScript","Mutation.Damage","N/A","Damage","NativeBridge","Mobile.Damage mutation scope","Mutation:Damage","TBC-MUTATION-DAMAGE","Data/Scripts/Items/Misc/PowerGenerator.cs regex:\.Damage\s*\(","Participant damage must originate from an authorized action or effect scope."
"Items:Misc","Data/Scripts/Items/Misc/PowerGenerator.cs","CAA8C86E94396BF1058765CFFCF822A46F2684AB838FEB359D515FD740473655","RuntimeScript","Mutation.DirectState","N/A","DirectState","NativeBridge","Mobile state mutation backstop","Mutation:State","TBC-MUTATION-DIRECT","Data/Scripts/Items/Misc/PowerGenerator.cs regex:\.(Hits|Stam|Mana|Poison|Paralyzed|Frozen)\s*(\+\+|--|[+\-]?=)","Direct participant state changes fail closed outside a mutation scope."
"Items:Misc","Data/Scripts/Items/Misc/PowerGenerator.cs","CAA8C86E94396BF1058765CFFCF822A46F2684AB838FEB359D515FD740473655","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/PowerGenerator.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/PromotionalToken.cs","8ACCC4A21EB71DDDC9653007445840C6CC7BA190D122FD0083C8087F9FBD3B62","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/PromotionalToken.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/PromotionalToken.cs","8ACCC4A21EB71DDDC9653007445840C6CC7BA190D122FD0083C8087F9FBD3B62","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/PromotionalToken.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/PublicMoongate.cs","4A91CD9492A55CF49C8CDC3BB21ECD2107EB680FCB85A44B3E79E6C51E9C04A7","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/PublicMoongate.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/PublicMoongate.cs","4A91CD9492A55CF49C8CDC3BB21ECD2107EB680FCB85A44B3E79E6C51E9C04A7","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/PublicMoongate.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/Puke.cs","9D14FBBC32B4C26AECEF08697A82B0BB1E194B11DDD1B31A4B9F4BDD11127A16","RuntimeScript","Timer.Subclass","WallClock","None","WallClockUnaffected","Mutation backstop and explicit effect adapters","Effect:*","TBC-TIMER-OWNER","Data/Scripts/Items/Misc/Puke.cs regex::\s*Timer\b","Timers remain wall-clock unless an owner-aware effect catalog entry overrides them."
"Items:Misc","Data/Scripts/Items/Misc/Puke.cs","9D14FBBC32B4C26AECEF08697A82B0BB1E194B11DDD1B31A4B9F4BDD11127A16","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/Puke.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/Rares.cs","FE3268134FFBA1E48586501148F6604790709C10475B69164A5D7B09EE14BD39","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/Rares.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/ResurrectTile.cs","4248C6E0057B9DC34182AE99CF274C4FD87A2BB19A1670803F62EE6465FC39F1","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/ResurrectTile.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/Scales.cs","FB352968E638EA808740A9B94D78B2B8766FB2893C583F38DFE81FEFA6C38523","RuntimeScript","Action.ItemUse","N/A","None","NativeBridge","Mobile.Use bridge","ItemUse:*","TBC-ACTION-ITEM","Data/Scripts/Items/Misc/Scales.cs regex:\bOnDoubleClick\s*\(","Item use is cataloged by runtime type while participants are active."
"Items:Misc","Data/Scripts/Items/Misc/Scales.cs","FB352968E638EA808740A9B94D78B2B8766FB2893C583F38DFE81FEFA6C38523","RuntimeScript","Action.Target","N/A","None","NativeBridge","Target.Invoke completion bridge","Target:*","TBC-ACTION-TARGET","Data/Scripts/Items/Misc/Scales.cs regex:\bOnTarget\s*\(","Target completion commits or refunds the actor's pending lease."
"Items:Misc","Data/Scripts/Items/Misc/Scales.cs","FB352968E638EA808740A9B94D78B2B8766FB2893C583F38DFE81FEFA6C38523","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/Scales.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
"Items:Misc","Data/Scripts/Items/Misc/SerpentPillar.cs","887B03FB7890857F86ABEFC49C96DF2F6410EAD7BC7CE2E19BEF62F73DFF9BD8","RuntimeScript","Persistence.Serialization","N/A","None","NotCombatRelevant","No group serialization","Persistence:Canonical","TBC-SAVE-RESTART","Data/Scripts/Items/Misc/SerpentPillar.cs regex:\b(Serialize|Deserialize)\s*\(","Canonical owner state remains unchanged; combat groups are process-local."
