##############################
Log started on 3/16/2023 6:05:14 AM

3/16/2023 6:05:44 AM: 73.73.90.169: Administrator 0x4EBB0 "Valendil" ('paco2704') used command 'admin '
3/16/2023 10:33:28 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:33:29 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:33:31 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:33:33 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'elementtool1 '
3/16/2023 10:33:34 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:33:47 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:33:58 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:34:41 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:34:43 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:34:53 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:35:36 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:35:39 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:36:16 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:36:22 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:36:35 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:37:07 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:06 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:08 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:10 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:33 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:37 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:39 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:40 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:42 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:43 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:38:46 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:43:03 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:43:06 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:43:18 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:43:31 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:43:36 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:43:52 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:44:04 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:44:17 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:44:28 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:44:31 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:44:42 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:44:45 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:44:46 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:44:55 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:08 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:10 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:18 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:22 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:24 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:45:28 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:34 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:41 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:44 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:47 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:49 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:45:54 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:45:56 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:02 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:46:05 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:09 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:10 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:12 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:14 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:18 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:46:21 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:25 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:28 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:32 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:46:36 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:44 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:46:46 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:46:47 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:46:48 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:46:51 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:46:52 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:46:53 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:00 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:12 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:47:16 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:19 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:22 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:37 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:41 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:42 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:46 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:50 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:54 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:47:56 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:48:11 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:48:18 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:48:22 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:48:27 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:48:30 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:48:33 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:48:59 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:03 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:04 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:05 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:08 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:09 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:23 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:25 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:28 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:31 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:49:35 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:49:43 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:49:57 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:51:07 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:51:13 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:51:33 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:52:00 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:52:20 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:52:27 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:52:31 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:52:33 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:52:40 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:52:45 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'bandself '
3/16/2023 10:53:09 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:54:26 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:54:30 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:54:38 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:54:51 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:55:16 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'set1 '
3/16/2023 10:56:12 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'c '
3/16/2023 10:56:14 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 10:58:07 AM: 221.127.245.64: Player 0xF1BE "miner" ('yetaobg1') used command 'elementtool1 '
3/16/2023 10:58:17 AM: 221.127.245.64: Player 0xF1BE "miner" ('yetaobg1') used command 'elementtool1 '
3/16/2023 10:59:33 AM: 221.127.245.64: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 10:59:57 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 10:59:59 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 11:00:40 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
##############################
Log started on 3/16/2023 11:05:25 AM

3/16/2023 11:06:00 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'elementtool1 '
3/16/2023 11:06:07 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 11:06:12 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'eforce '
3/16/2023 11:06:25 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:06:26 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:06:52 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:06:53 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:06:54 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:07:53 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'eforce '
3/16/2023 11:07:54 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'edevastation '
3/16/2023 11:07:55 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set3 '
3/16/2023 11:07:56 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'efall '
3/16/2023 11:07:59 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'eforce '
3/16/2023 11:08:00 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'edevastation '
3/16/2023 11:08:01 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set3 '
3/16/2023 11:08:03 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set5 '
3/16/2023 11:08:55 AM: 73.73.90.169: Administrator 0x4EBB0 "Valendil" ('paco2704') used command 'admin '
3/16/2023 11:10:07 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:10:09 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:10:09 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:10:11 AM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'c '
3/16/2023 11:10:11 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:10:23 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'bc Attention Players: Please ensure all macros have a minimum delay between actions of 500 millisec'
3/16/2023 11:10:41 AM: 192.168.16.101: Owner 0x1 "Nephtan" ('Admin') used command 'bc 玩家注意：请确保所有宏的动作之间至少有 500 毫秒的延迟'
3/16/2023 11:12:23 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 11:12:28 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 11:12:34 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 11:12:37 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 11:12:38 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 11:12:39 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:12:41 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 11:16:52 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 11:17:31 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'erestoration '
3/16/2023 11:17:33 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set3 '
3/16/2023 11:19:43 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 11:21:16 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:21:18 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:23:34 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 11:27:20 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'wealth '
3/16/2023 11:27:22 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'wealth '
3/16/2023 11:28:27 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'wealth '
3/16/2023 11:28:34 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'wealth '
3/16/2023 11:29:55 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:29:56 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'set2 '
3/16/2023 11:32:48 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 11:33:07 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'elementtool1 '
3/16/2023 11:36:29 AM: 182.239.89.79: Player 0x1111C "thant" ('ddx') used command 'monkeyleap '
3/16/2023 11:59:11 AM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:00:07 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:00:08 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:12 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:13 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:19 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:21 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:23 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:28 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:31 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:32 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:40 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:42 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:01:54 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:02:04 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:03:12 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:05:23 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:12:33 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:12:38 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:13:15 PM: 117.153.137.186: Player 0xB16F "AT" ('yetaobg') used command 'c '
3/16/2023 12:14:32 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:15:28 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:17:46 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:17:51 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:19:04 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:19:14 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:20:13 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:20:14 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:20:17 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:20:21 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:21:57 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:23:14 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:24:36 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:25:10 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandself '
3/16/2023 12:26:09 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:30:32 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:32:51 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:32:53 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:32:58 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:33:24 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:33:29 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:35:20 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:35:47 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:35:49 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:35:54 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:35:55 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:36:01 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:36:04 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:36:15 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandself '
3/16/2023 12:40:47 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:40:48 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:40:50 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:40:54 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:41:00 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:43:32 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:44:12 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 12:44:14 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:12:28 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:17:54 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:19:08 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandself '
3/16/2023 1:29:12 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:29:13 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:29:16 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:29:45 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'estrike '
3/16/2023 1:30:58 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:32:13 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'wealth '
3/16/2023 1:32:15 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'wealth '
3/16/2023 1:39:29 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:39:31 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:39:33 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:39:37 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:39:40 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:39:42 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:39:46 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:39:55 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:39:56 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:39:59 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:40:02 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
3/16/2023 1:40:10 PM: 46.69.237.13: Player 0x109B3 "zedi" ('jedi5588') used command 'bandother '
