ClassName,BaseClass,SourcePath,Kind,Status,Notes
LevelGuardsmanShield,BaseLevelShield,Data/Scripts/Items/Magical/God/Shields/LevelGuardsmanShield.cs,ItemCandidate,SourceVerified,
LevelHakama,BaseLevelOuterLegs,Data/Scripts/Items/Magical/God/Clothing/LevelOuterLegs.cs,ItemCandidate,SourceVerified,
LevelHakamaShita,BaseLevelOuterTorso,Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs,ItemCandidate,SourceVerified,
LevelHalberd,BaseLevelPoleArm,Data/Scripts/Items/Magical/God/Weapons/PoleArms/LevelHalberd.cs,ItemCandidate,SourceVerified,
LevelHalfApron,BaseLevelWaist,Data/Scripts/Items/Magical/God/Clothing/LevelWaist.cs,ItemCandidate,SourceVerified,
LevelHammerPick,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/Maces/LevelHammerPick.cs,ItemCandidate,SourceVerified,
LevelHammers,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/Maces/LevelHammers.cs,ItemCandidate,SourceVerified,
LevelHarpoon,BaseLevelRanged,Data/Scripts/Items/Magical/God/Weapons/LevelHarpoon.cs,ItemCandidate,SourceVerified,
LevelHatchet,BaseLevelAxe,Data/Scripts/Items/Magical/God/Weapons/Axes/LevelHatchet.cs,ItemCandidate,SourceVerified,
LevelHeaterShield,BaseLevelShield,Data/Scripts/Items/Magical/God/Shields/LevelHeaterShield.cs,ItemCandidate,SourceVerified,
LevelHeavyCrossbow,BaseLevelRanged,Data/Scripts/Items/Magical/God/Weapons/Ranged/LevelHeavyCrossbow.cs,ItemCandidate,SourceVerified,
LevelHeavyPlateJingasa,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelHeavyPlateJingasa.cs,ItemCandidate,SourceVerified,
LevelHelmet,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Helmets/LevelHelmet.cs,ItemCandidate,SourceVerified,
LevelHood,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelHoodedShroudOfShadows,BaseLevelOuterTorso,Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs,ItemCandidate,SourceVerified,
LevelHornedTribalMask,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelInfoEntry,ContextMenuEntry,Data/Scripts/Items/Magical/God/LevelInfoEntry.cs,ItemCandidate,SourceVerified,
LevelItemManager,,Data/Scripts/Items/Magical/God/LevelItemManager.cs,ItemCandidate,SourceVerified,
LevelItemTarget,Target,Data/Scripts/Items/Magical/God/LevelUpScroll.cs,ItemCandidate,SourceVerified,
LevelItems,,Data/Scripts/Items/Magical/God/LevelableItemSettings.cs,ItemCandidate,SourceVerified,
LevelJesterHat,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelJesterSuit,BaseLevelMiddleTorso,Data/Scripts/Items/Magical/God/Clothing/LevelMiddleTorso.cs,ItemCandidate,SourceVerified,
LevelJeweledShield,BaseLevelShield,Data/Scripts/Items/Magical/God/Shields/LevelJeweledShield.cs,ItemCandidate,SourceVerified,
LevelJinBaori,BaseLevelMiddleTorso,Data/Scripts/Items/Magical/God/Clothing/LevelMiddleTorso.cs,ItemCandidate,SourceVerified,
LevelKama,BaseLevelKnife,Data/Scripts/Items/Magical/God/Weapons/SE Weapons/LevelKama.cs,ItemCandidate,SourceVerified,
LevelKamishimo,BaseLevelOuterTorso,Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs,ItemCandidate,SourceVerified,
LevelKasa,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelKatana,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelKatana.cs,ItemCandidate,SourceVerified,
LevelKilt,BaseLevelOuterLegs,Data/Scripts/Items/Magical/God/Clothing/LevelOuterLegs.cs,ItemCandidate,SourceVerified,
LevelKryss,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelKryss.cs,ItemCandidate,SourceVerified,
LevelLajatang,BaseLevelKnife,Data/Scripts/Items/Magical/God/Weapons/SE Weapons/LevelLajatang.cs,ItemCandidate,SourceVerified,
LevelLance,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelLance.cs,ItemCandidate,SourceVerified,
LevelLantern,LevelGoldRing,Data/Scripts/Items/Magical/God/Jewels/MagicLantern.cs,ItemCandidate,SourceVerified,
LevelLargeBattleAxe,BaseLevelAxe,Data/Scripts/Items/Magical/God/Weapons/Axes/LevelLargeBattleAxe.cs,ItemCandidate,SourceVerified,
LevelLargeKnife,BaseLevelKnife,Data/Scripts/Items/Magical/God/Weapons/Knives/LevelLargeKnife.cs,ItemCandidate,SourceVerified,
LevelLaserSword,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelLaserSword.cs,ItemCandidate,SourceVerified,
LevelLeafblade,BaseLevelKnife,Data/Scripts/Items/Magical/God/Weapons/ML Weapons/LevelLeafblade.cs,ItemCandidate,SourceVerified,
LevelLeatherArms,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherArms.cs,ItemCandidate,SourceVerified,
LevelLeatherBustierArms,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherBustierArms.cs,ItemCandidate,SourceVerified,
LevelLeatherCap,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Helmets/LevelLeatherCap.cs,ItemCandidate,SourceVerified,
LevelLeatherChest,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherChest.cs,ItemCandidate,SourceVerified,
LevelLeatherCloak,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherCloak.cs,ItemCandidate,SourceVerified,
LevelLeatherDo,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherDo.cs,ItemCandidate,SourceVerified,
LevelLeatherGloves,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherGloves.cs,ItemCandidate,SourceVerified,
LevelLeatherGorget,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherGorget.cs,ItemCandidate,SourceVerified,
LevelLeatherHaidate,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherHaidate.cs,ItemCandidate,SourceVerified,
LevelLeatherHiroSode,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherHiroSode.cs,ItemCandidate,SourceVerified,
LevelLeatherJingasa,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherJingasa.cs,ItemCandidate,SourceVerified,
LevelLeatherLegs,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherLegs.cs,ItemCandidate,SourceVerified,
LevelLeatherMempo,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherMempo.cs,ItemCandidate,SourceVerified,
LevelLeatherNinjaHood,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherNinjaHood.cs,ItemCandidate,SourceVerified,
LevelLeatherNinjaJacket,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherNinjaJacket.cs,ItemCandidate,SourceVerified,
LevelLeatherNinjaMitts,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherNinjaMitts.cs,ItemCandidate,SourceVerified,
LevelLeatherNinjaPants,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherNinjaPants.cs,ItemCandidate,SourceVerified,
LevelLeatherRobe,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherRobe.cs,ItemCandidate,SourceVerified,
LevelLeatherShorts,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherShorts.cs,ItemCandidate,SourceVerified,
LevelLeatherSkirt,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherSkirt.cs,ItemCandidate,SourceVerified,
LevelLeatherSuneate,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherSuneate.cs,ItemCandidate,SourceVerified,
LevelLightPlateJingasa,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelLightPlateJingasa.cs,ItemCandidate,SourceVerified,
LevelLoinCloth,LevelGoldRing,Data/Scripts/Items/Magical/God/Jewels/MagicBelt.cs,ItemCandidate,SourceVerified,
LevelLongPants,BaseLevelPants,Data/Scripts/Items/Magical/God/Clothing/LevelPants.cs,ItemCandidate,SourceVerified,
LevelLongsword,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelLongsword.cs,ItemCandidate,SourceVerified,
LevelMace,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/Maces/LevelMace.cs,ItemCandidate,SourceVerified,
LevelMagicalShortbow,BaseLevelRanged,Data/Scripts/Items/Magical/God/Weapons/ML Weapons/LevelMagicalShortbow.cs,ItemCandidate,SourceVerified,
LevelMaleElvenRobe,BaseLevelOuterTorso,Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs,ItemCandidate,SourceVerified,
LevelMaleKimono,BaseLevelOuterTorso,Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs,ItemCandidate,SourceVerified,
LevelMaul,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/Maces/LevelMaul.cs,ItemCandidate,SourceVerified,
LevelMetalKiteShield,BaseLevelShield,Data/Scripts/Items/Magical/God/Shields/LevelMetalKiteShield.cs,ItemCandidate,SourceVerified,
LevelMetalShield,BaseLevelShield,Data/Scripts/Items/Magical/God/Shields/LevelMetalShield.cs,ItemCandidate,SourceVerified,
LevelNecklace,BaseLevelNecklace,Data/Scripts/Items/Magical/God/Jewels/LevelNecklace.cs,ItemCandidate,SourceVerified,
LevelNinjaTabi,BaseLevelShoes,Data/Scripts/Items/Magical/God/Clothing/LevelShoes.cs,ItemCandidate,SourceVerified,
LevelNoDachi,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/SE Weapons/LevelNoDachi.cs,ItemCandidate,SourceVerified,
LevelNorseHelm,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Helmets/LevelNorseHelm.cs,ItemCandidate,SourceVerified,
LevelNunchaku,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/SE Weapons/LevelNunchaku.cs,ItemCandidate,SourceVerified,
LevelObi,BaseLevelWaist,Data/Scripts/Items/Magical/God/Clothing/LevelWaist.cs,ItemCandidate,SourceVerified,
LevelOniwabanBoots,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Leather/LevelOniwabanBoots.cs,ItemCandidate,SourceVerified,
LevelOniwabanGloves,LevelLeatherGloves,Data/Scripts/Items/Magical/God/Armor/Leather/LevelOniwabanGloves.cs,ItemCandidate,SourceVerified,
LevelOniwabanHood,LevelLeatherCap,Data/Scripts/Items/Magical/God/Armor/Helmets/LevelOniwabanHood.cs,ItemCandidate,SourceVerified,
LevelOniwabanLeggings,LevelLeatherLegs,Data/Scripts/Items/Magical/God/Armor/Leather/LevelOniwabanLeggings.cs,ItemCandidate,SourceVerified,
LevelOniwabanTunic,LevelLeatherChest,Data/Scripts/Items/Magical/God/Armor/Leather/LevelOniwabanTunic.cs,ItemCandidate,SourceVerified,
LevelOrcHelm,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Helmets/LevelOrcHelm.cs,ItemCandidate,SourceVerified,
LevelOrderShield,BaseLevelShield,Data/Scripts/Items/Magical/God/Shields/LevelOrderShield.cs,ItemCandidate,SourceVerified,
LevelOrnateAxe,BaseLevelAxe,Data/Scripts/Items/Magical/God/Weapons/ML Weapons/LevelOrnateAxe.cs,ItemCandidate,SourceVerified,
LevelPickaxe,BaseLevelAxe,Data/Scripts/Items/Magical/God/Weapons/Axes/LevelPickaxe.cs,ItemCandidate,SourceVerified,
LevelPike,BaseLevelSpear,Data/Scripts/Items/Magical/God/Weapons/SpearsAndForks/LevelPike.cs,ItemCandidate,SourceVerified,
LevelPirateHat,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelPitchfork,BaseLevelSpear,Data/Scripts/Items/Magical/God/Weapons/SpearsAndForks/LevelPitchfork.cs,ItemCandidate,SourceVerified,
LevelPlainDress,BaseLevelOuterTorso,Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs,ItemCandidate,SourceVerified,
LevelPlateArms,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateArms.cs,ItemCandidate,SourceVerified,
LevelPlateBattleKabuto,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateBattleKabuto.cs,ItemCandidate,SourceVerified,
LevelPlateChest,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateChest.cs,ItemCandidate,SourceVerified,
LevelPlateDo,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateDo.cs,ItemCandidate,SourceVerified,
LevelPlateGloves,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateGloves.cs,ItemCandidate,SourceVerified,
LevelPlateGorget,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateGorget.cs,ItemCandidate,SourceVerified,
LevelPlateHaidate,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateHaidate.cs,ItemCandidate,SourceVerified,
LevelPlateHatsuburi,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateHatsuburi.cs,ItemCandidate,SourceVerified,
LevelPlateHelm,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Helmets/LevelPlateHelm.cs,ItemCandidate,SourceVerified,
LevelPlateHiroSode,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateHiroSode.cs,ItemCandidate,SourceVerified,
LevelPlateLegs,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateLegs.cs,ItemCandidate,SourceVerified,
LevelPlateMempo,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateMempo.cs,ItemCandidate,SourceVerified,
LevelPlateSuneate,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelPlateSuneate.cs,ItemCandidate,SourceVerified,
LevelPugilistGloves,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/LevelPugilistMits.cs,ItemCandidate,SourceVerified,
LevelQuarterStaff,BaseLevelStaff,Data/Scripts/Items/Magical/God/Weapons/Staves/LevelQuarterStaff.cs,ItemCandidate,SourceVerified,
LevelRadiantScimitar,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/ML Weapons/LevelRadiantScimitar.cs,ItemCandidate,SourceVerified,
LevelRepeatingCrossbow,BaseLevelRanged,Data/Scripts/Items/Magical/God/Weapons/Ranged/LevelRepeatingCrossbow.cs,ItemCandidate,SourceVerified,
LevelRingmailArms,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Ring/LevelRingmailArms.cs,ItemCandidate,SourceVerified,
LevelRingmailChest,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Ring/LevelRingmailChest.cs,ItemCandidate,SourceVerified,
LevelRingmailGloves,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Ring/LevelRingmailGloves.cs,ItemCandidate,SourceVerified,
LevelRingmailLegs,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Ring/LevelRingmailLegs.cs,ItemCandidate,SourceVerified,
LevelRobe,BaseLevelOuterTorso,Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs,ItemCandidate,SourceVerified,
LevelRoyalArms,LevelPlateArms,Data/Scripts/Items/Magical/God/Armor/Royal/LevelRoyalArms.cs,ItemCandidate,SourceVerified,
LevelRoyalBoots,LevelPlateGorget,Data/Scripts/Items/Magical/God/Armor/Royal/LevelRoyalBoots.cs,ItemCandidate,SourceVerified,
LevelRoyalCape,BaseLevelCloak,Data/Scripts/Items/Magical/God/Clothing/LevelRoyalCloak.cs,ItemCandidate,SourceVerified,
LevelRoyalChest,LevelPlateChest,Data/Scripts/Items/Magical/God/Armor/Royal/LevelRoyalChest.cs,ItemCandidate,SourceVerified,
LevelRoyalGloves,LevelPlateGloves,Data/Scripts/Items/Magical/God/Armor/Royal/LevelRoyalGloves.cs,ItemCandidate,SourceVerified,
LevelRoyalGorget,LevelPlateGorget,Data/Scripts/Items/Magical/God/Armor/Royal/LevelRoyalGorget.cs,ItemCandidate,SourceVerified,
LevelRoyalHelm,LevelPlateHelm,Data/Scripts/Items/Magical/God/Armor/Helmets/LevelRoyalHelm.cs,ItemCandidate,SourceVerified,
LevelRoyalShield,LevelHeaterShield,Data/Scripts/Items/Magical/God/Shields/LevelRoyalShield.cs,ItemCandidate,SourceVerified,
LevelRoyalSword,LevelVikingSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelRoyalSword.cs,ItemCandidate,SourceVerified,
LevelRoyalsLegs,LevelPlateLegs,Data/Scripts/Items/Magical/God/Armor/Royal/LevelRoyalLegs.cs,ItemCandidate,SourceVerified,
LevelRuneBlade,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/ML Weapons/LevelRuneBlade.cs,ItemCandidate,SourceVerified,
LevelSai,BaseLevelKnife,Data/Scripts/Items/Magical/God/Weapons/SE Weapons/LevelSai.cs,ItemCandidate,SourceVerified,
LevelSamuraiTabi,BaseLevelShoes,Data/Scripts/Items/Magical/God/Clothing/LevelShoes.cs,ItemCandidate,SourceVerified,
LevelSandals,BaseLevelShoes,Data/Scripts/Items/Magical/God/Clothing/LevelShoes.cs,ItemCandidate,SourceVerified,
LevelSash,LevelGoldRing,Data/Scripts/Items/Magical/God/Jewels/MagicSash.cs,ItemCandidate,SourceVerified,
LevelScepter,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/Maces/LevelScepter.cs,ItemCandidate,SourceVerified,
LevelSceptre,BaseLevelStave,Data/Scripts/Items/Magical/God/Weapons/LevelStave.cs,ItemCandidate,SourceVerified,
LevelScimitar,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelScimitar.cs,ItemCandidate,SourceVerified,
LevelScythe,BaseLevelPoleArm,Data/Scripts/Items/Magical/God/Weapons/PoleArms/LevelScythe.cs,ItemCandidate,SourceVerified,
LevelShepherdsCrook,BaseLevelStaff,Data/Scripts/Items/Magical/God/Weapons/Staves/LevelShepherdsCrook.cs,ItemCandidate,SourceVerified,
LevelShinobiCowl,LevelLeatherCap,Data/Scripts/Items/Magical/God/Armor/Leather/LevelShinobiGarb.cs,ItemCandidate,SourceVerified,
LevelShinobiHood,LevelLeatherCap,Data/Scripts/Items/Magical/God/Armor/Leather/LevelShinobiGarb.cs,ItemCandidate,SourceVerified,
LevelShinobiMask,LevelLeatherCap,Data/Scripts/Items/Magical/God/Armor/Leather/LevelShinobiGarb.cs,ItemCandidate,SourceVerified,
LevelShinobiRobe,LevelLeatherRobe,Data/Scripts/Items/Magical/God/Armor/Leather/LevelShinobiGarb.cs,ItemCandidate,SourceVerified,
LevelShirt,BaseLevelShirt,Data/Scripts/Items/Magical/God/Clothing/LevelShirts.cs,ItemCandidate,SourceVerified,
LevelShoes,BaseLevelShoes,Data/Scripts/Items/Magical/God/Clothing/LevelShoes.cs,ItemCandidate,SourceVerified,
LevelShortPants,BaseLevelPants,Data/Scripts/Items/Magical/God/Clothing/LevelPants.cs,ItemCandidate,SourceVerified,
LevelShortSpear,BaseLevelSpear,Data/Scripts/Items/Magical/God/Weapons/SpearsAndForks/LevelShortSpear.cs,ItemCandidate,SourceVerified,
LevelShortSword,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelShortSword.cs,ItemCandidate,SourceVerified,
LevelSilverBeadNecklace,BaseLevelNecklace,Data/Scripts/Items/Magical/God/Jewels/LevelNecklace.cs,ItemCandidate,SourceVerified,
LevelSilverBracelet,BaseLevelBracelet,Data/Scripts/Items/Magical/God/Jewels/LevelBracelet.cs,ItemCandidate,SourceVerified,
LevelSilverEarrings,BaseLevelEarrings,Data/Scripts/Items/Magical/God/Jewels/LevelEarrings.cs,ItemCandidate,SourceVerified,
LevelSilverNecklace,BaseLevelNecklace,Data/Scripts/Items/Magical/God/Jewels/LevelNecklace.cs,ItemCandidate,SourceVerified,
LevelSilverRing,BaseLevelRing,Data/Scripts/Items/Magical/God/Jewels/LevelRing.cs,ItemCandidate,SourceVerified,
LevelSkinningKnife,BaseLevelKnife,Data/Scripts/Items/Magical/God/Weapons/Knives/LevelSkinningKnife.cs,ItemCandidate,SourceVerified,
LevelSkirt,BaseLevelOuterLegs,Data/Scripts/Items/Magical/God/Clothing/LevelOuterLegs.cs,ItemCandidate,SourceVerified,
LevelSkullCap,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelSmallPlateJingasa,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelSmallPlateJingasa.cs,ItemCandidate,SourceVerified,
LevelSpear,BaseLevelSpear,Data/Scripts/Items/Magical/God/Weapons/SpearsAndForks/LevelSpear.cs,ItemCandidate,SourceVerified,
LevelSpikedClub,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/Maces/LevelSpikedClub.cs,ItemCandidate,SourceVerified,
LevelStandardPlateKabuto,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Plate/LevelStandardPlateKabuto.cs,ItemCandidate,SourceVerified,
LevelStave,BaseLevelStave,Data/Scripts/Items/Magical/God/Weapons/LevelStave.cs,ItemCandidate,SourceVerified,
LevelStrawHat,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelStuddedArms,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedArms.cs,ItemCandidate,SourceVerified,
LevelStuddedBustierArms,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedBustierArms.cs,ItemCandidate,SourceVerified,
LevelStuddedChest,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedChest.cs,ItemCandidate,SourceVerified,
LevelStuddedDo,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedDo.cs,ItemCandidate,SourceVerified,
LevelStuddedGloves,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedGloves.cs,ItemCandidate,SourceVerified,
LevelStuddedGorget,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedGorget.cs,ItemCandidate,SourceVerified,
LevelStuddedHaidate,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedHaidate.cs,ItemCandidate,SourceVerified,
LevelStuddedHiroSode,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedHiroSode.cs,ItemCandidate,SourceVerified,
LevelStuddedLegs,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedLegs.cs,ItemCandidate,SourceVerified,
LevelStuddedMempo,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedMempo.cs,ItemCandidate,SourceVerified,
LevelStuddedSuneate,BaseLevelArmor,Data/Scripts/Items/Magical/God/Armor/Studded/LevelStuddedSuneate.cs,ItemCandidate,SourceVerified,
LevelSunShield,BaseLevelShield,Data/Scripts/Items/Magical/God/Shields/LevelSunShield.cs,ItemCandidate,SourceVerified,
LevelSurcoat,BaseLevelMiddleTorso,Data/Scripts/Items/Magical/God/Clothing/LevelMiddleTorso.cs,ItemCandidate,SourceVerified,
LevelTalismanHoly,LevelGoldRing,Data/Scripts/Items/Magical/God/Jewels/MagicTalisman.cs,ItemCandidate,SourceVerified,
LevelTalismanLeather,LevelGoldRing,Data/Scripts/Items/Magical/God/Jewels/MagicTalisman.cs,ItemCandidate,SourceVerified,
LevelTalismanSnake,LevelGoldRing,Data/Scripts/Items/Magical/God/Jewels/MagicTalisman.cs,ItemCandidate,SourceVerified,
LevelTalismanTotem,LevelGoldRing,Data/Scripts/Items/Magical/God/Jewels/MagicTalisman.cs,ItemCandidate,SourceVerified,
LevelTallStrawHat,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelTattsukeHakama,BaseLevelPants,Data/Scripts/Items/Magical/God/Clothing/LevelPants.cs,ItemCandidate,SourceVerified,
LevelTekagi,BaseLevelKnife,Data/Scripts/Items/Magical/God/Weapons/SE Weapons/LevelTekagi.cs,ItemCandidate,SourceVerified,
LevelTessen,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/SE Weapons/LevelTessen.cs,ItemCandidate,SourceVerified,
LevelTetsubo,BaseLevelBashing,Data/Scripts/Items/Magical/God/Weapons/SE Weapons/LevelTetsubo.cs,ItemCandidate,SourceVerified,
LevelThighBoots,BaseLevelShoes,Data/Scripts/Items/Magical/God/Clothing/LevelShoes.cs,ItemCandidate,SourceVerified,
LevelThinLongsword,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelThinLongsword.cs,ItemCandidate,SourceVerified,
LevelThrowingGloves,BaseLevelRanged,Data/Scripts/Items/Magical/God/Weapons/LevelThrowingGloves.cs,ItemCandidate,SourceVerified,
LevelTorch,LevelGoldRing,Data/Scripts/Items/Magical/God/Jewels/MagicTorch.cs,ItemCandidate,SourceVerified,
LevelTribalMask,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelTribalSpear,BaseLevelSpear,Data/Scripts/Items/Magical/God/Weapons/SpearsAndForks/LevelTribalSpear.cs,ItemCandidate,SourceVerified,
LevelTricorneHat,BaseLevelHat,Data/Scripts/Items/Magical/God/Clothing/LevelHats.cs,ItemCandidate,SourceVerified,
LevelTunic,BaseLevelMiddleTorso,Data/Scripts/Items/Magical/God/Clothing/LevelMiddleTorso.cs,ItemCandidate,SourceVerified,
LevelTwoHandedAxe,BaseLevelAxe,Data/Scripts/Items/Magical/God/Weapons/Axes/LevelTwoHandedAxe.cs,ItemCandidate,SourceVerified,
LevelUpAcceptGump,Gump,Data/Scripts/Items/Magical/God/Gumps/LevelUpAcceptGump.cs,ItemCandidate,SourceVerified,
LevelUpScroll,Item,Data/Scripts/Items/Magical/God/LevelUpScroll.cs,ItemCandidate,SourceVerified,
LevelVikingSword,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/Swords/LevelVikingSword.cs,ItemCandidate,SourceVerified,
LevelVirtueShield,BaseLevelShield,Data/Scripts/Items/Magical/God/Shields/LevelVirtueShield.cs,ItemCandidate,SourceVerified,
LevelWakizashi,BaseLevelSword,Data/Scripts/Items/Magical/God/Weapons/SE Weapons/LevelWakizashi.cs,ItemCandidate,SourceVerified,
LevelWarAxe,BaseLevelAxe,Data/Scripts/Items/Magical/God/Weapons/Axes/LevelWarAxe.cs,ItemCandidate,SourceVerified,
LevelWarCleaver,BaseLevelKnife,Data/Scripts/Items/Magical/God/Weapons/ML Weapons/LevelWarCleaver.cs,ItemCandidate,SourceVerified,
