ClassName,DisplayName,SourcePath,Status,Notes
GhostDragyn,a ghost dragyn,Data/Scripts/Mobiles/Undead/GhostDragyn.cs,SourceVerified,
GhostGargoyle,a ghostly gargoyle,Data/Scripts/Mobiles/Undead/GhostGargoyle.cs,SourceVerified,
GhostOfLadyEverdear,Ghost of Lady Everdear,Data/Scripts/Custom/Mobiles/Undead/GhostOfLadyEverdear.cs,SourceVerified,
GhostPirate,a ghost,Data/Scripts/Mobiles/Undead/GhostPirate.cs,SourceVerified,
GhostWarrior,a ghost,Data/Scripts/Mobiles/Undead/GhostWarrior.cs,SourceVerified,
GhostWizard,a ghost,Data/Scripts/Mobiles/Undead/GhostWizard.cs,SourceVerified,
Ghostly,shroud of the ghost,Data/Scripts/Mobiles/Undead/Ghostly.cs,SourceVerified,
Ghoul,a ghoul,Data/Scripts/Mobiles/Undead/Ghoul.cs,SourceVerified,
Giant,giant sack the giant,Data/Scripts/Mobiles/Goliaths/Giants/Giant.cs,SourceVerified,
GiantAdder,a giant adder,Data/Scripts/Mobiles/Reptilian/Snakes/GiantAdder.cs,SourceVerified,
GiantBat,a giant bat,Data/Scripts/Mobiles/Animals/Rodents/GiantBat.cs,SourceVerified,
GiantBlackWidow,a giant black widow,Data/Scripts/Mobiles/Insects/Spiders/GiantBlackWidow.cs,SourceVerified,
GiantCrab,a giant crab,Data/Scripts/Mobiles/Reptilian/Sea/GiantCrab.cs,SourceVerified,
GiantEel,a giant eel,Data/Scripts/Mobiles/Reptilian/Sea/GiantEel.cs,SourceVerified,
GiantHawk,,Data/Scripts/Mobiles/Animals/Mounts/GiantHawk.cs,SourceVerified,
GiantIceWorm,an arcticonda,Data/Scripts/Mobiles/Reptilian/Snakes/GiantIceWorm.cs,SourceVerified,
GiantLamprey,a sleech,Data/Scripts/Mobiles/Reptilian/Sea/GiantLamprey.cs,SourceVerified,
GiantLeech,a giant leech,Data/Scripts/Mobiles/Slimes/GiantLeech.cs,SourceVerified,
GiantLizard,a giant lizard,Data/Scripts/Mobiles/Reptilian/GiantLizard.cs,SourceVerified,
GiantRat,a giant rat,Data/Scripts/Mobiles/Animals/Rodents/GiantRat.cs,SourceVerified,
GiantRaven,a giant vulture,Data/Scripts/Mobiles/Animals/Mounts/GiantRaven.cs,SourceVerified,
GiantSerpent,a giant serpent,Data/Scripts/Mobiles/Reptilian/Snakes/GiantSerpent.cs,SourceVerified,
GiantSkeleton,bone carved chest the skeletal giant,Data/Scripts/Mobiles/Undead/GiantSkeleton.cs,SourceVerified,
GiantSnake,a giant snake,Data/Scripts/Mobiles/Reptilian/Snakes/GiantSnake.cs,SourceVerified,
GiantSpider,a giant spider,Data/Scripts/Mobiles/Insects/Spiders/GiantSpider.cs,SourceVerified,
GiantSquid,a giant squid,Data/Scripts/Mobiles/Reptilian/Sea/GiantSquid.cs,SourceVerified,
GiantToad,a giant toad,Data/Scripts/Mobiles/Reptilian/Frogs/GiantToad.cs,SourceVerified,
GiftGumpEntry,a stranger the Gargoyle King,Data/Scripts/Mobiles/Civilized/Special/EpicCharacter.cs,SourceVerified,
Giraffe,a giraffe,Data/Scripts/Mobiles/Animals/Misc/Giraffe.cs,SourceVerified,
Glassblower,,Data/Scripts/Mobiles/Civilized/Vendors/Glassblower.cs,SourceVerified,
GlowBeetleRiding,,Data/Scripts/Mobiles/Insects/Beetles/GlowBeetleRiding.cs,SourceVerified,
Gnoll,a gnoll,Data/Scripts/Mobiles/Humanoids/Gnoll.cs,SourceVerified,
Gnome,a gnome,Data/Scripts/Mobiles/Humanoids/Gnome/Gnome.cs,SourceVerified,
GnomeMage,a gnome magician,Data/Scripts/Mobiles/Humanoids/Gnome/GnomeMage.cs,SourceVerified,
GnomeWarrior,a gnome warrior,Data/Scripts/Mobiles/Humanoids/Gnome/GnomeWarrior.cs,SourceVerified,
Goat,a goat,Data/Scripts/Mobiles/Animals/Misc/Goat.cs,SourceVerified,
Goblin,a goblin,Data/Scripts/Mobiles/Humanoids/Goblin.cs,SourceVerified,
GoblinArcher,a goblin archer,Data/Scripts/Mobiles/Humanoids/GoblinArcher.cs,SourceVerified,
GoblinRanger,,Data/Scripts/Custom/Mobiles/Godfrey2026/GoblinRanger.cs,SourceVerified,
GodOfLegends,Arez the God of Legends,Data/Scripts/Mobiles/Civilized/Special/GodOfCourage.cs,SourceVerified,
GoldenElemental,a golden elemental,Data/Scripts/Mobiles/Elementals/Ore Elementals/GoldenElemental.cs,SourceVerified,
GoldenSerpent,a golden serpent,Data/Scripts/Mobiles/Reptilian/Snakes/GoldenSerpent.cs,SourceVerified,
Golem,an iron golem,Data/Scripts/Mobiles/Constructs/Golems/Golem.cs,SourceVerified,
GolemController,the technomancer,Data/Scripts/Mobiles/Humanoids/Humans/GolemController.cs,SourceVerified,
GolemCrafter,,Data/Scripts/Mobiles/Civilized/Vendors/GolemCrafter.cs,SourceVerified,
Gorakong,a gorakong,Data/Scripts/Mobiles/Animals/Misc/Gorakong.cs,SourceVerified,
GorceratopsRiding,,Data/Scripts/Mobiles/Reptilian/Dinosaurs/GorceratopsRiding.cs,SourceVerified,
GorgonRiding,useless stone,Data/Scripts/Mobiles/Unusual/GorgonRiding.cs,SourceVerified,
Gorilla,a gorilla,Data/Scripts/Mobiles/Animals/Misc/Gorilla.cs,SourceVerified,
Gort,Gort the Lighthouse Keeper,Data/Scripts/Custom/Mobiles/Vendors/Gort.cs,SourceVerified,
Grathek,grathek battle axe the grathek,Data/Scripts/Mobiles/Humanoids/Lizardmen/Grathek.cs,SourceVerified,
GraveDustElemental,a grave dust elemental,Data/Scripts/Mobiles/Elementals/Elementals/GraveDustElemental.cs,SourceVerified,
GraveRobber,Grave Robber,Data/Scripts/Custom/Mobiles/Civilized/GraveRobber.cs,SourceVerified,
GraveSeeker,a grave seeker,Data/Scripts/Mobiles/Undead/GraveSeeker.cs,SourceVerified,
GraveStones,a necromental,Data/Scripts/Mobiles/Elementals/Necromental.cs,SourceVerified,
GrayDragon,a gray dragon,Data/Scripts/Mobiles/Unique/GrayDragon.cs,SourceVerified,
GrayDragonBox,a gray dragon,Data/Scripts/Mobiles/Unique/GrayDragon.cs,SourceVerified,
GreatBear,,Data/Scripts/Mobiles/Animals/Bears/GreatBear.cs,SourceVerified,
GreatHart,a stag,Data/Scripts/Mobiles/Animals/Misc/GreatHart.cs,SourceVerified,
GreatOldOne,,Data/Scripts/Custom/Mobiles/Godfrey2026/GreatOldOne.cs,SourceVerified,
GreatWhite,a great white shark,Data/Scripts/Mobiles/Reptilian/Fish/GreatWhite.cs,SourceVerified,
GreaterMongbat,a greater mongbat,Data/Scripts/Custom/Champions/Mobiles/Minions/GreaterMongbat.cs,SourceVerified,
GreenSlime,a green slime,Data/Scripts/Mobiles/Slimes/GreenSlime.cs,SourceVerified,
GreyWolf,a grey wolf,Data/Scripts/Mobiles/Animals/Canines/GreyWolf.cs,SourceVerified,
GriffonRiding,,Data/Scripts/Mobiles/Mystical/GriffonRiding.cs,SourceVerified,
GrimReaper,The Grim Reaper,Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/GrimReaper.cs,SourceVerified,
GrizzlyBearRiding,,Data/Scripts/Mobiles/Animals/Bears/GrizzlyBearRiding.cs,SourceVerified,
Grum,a grum,Data/Scripts/Mobiles/Animals/Misc/Grum.cs,SourceVerified,
GrumpyEarthSpirit,Grumpy Earth Spirit,Data/Scripts/Custom/Mobiles/Elementals/GrumpyEarthSpirit.cs,SourceVerified,
GrundulVarg,Grundul Varg the Slayer of Men,Data/Scripts/Mobiles/Undead/GrundulVarg.cs,SourceVerified,
GuardianOfTheUnderworld,Guardian of the Underworld,Data/Scripts/Custom/Mobiles/Daemons/GuardianOfTheUnderworld.cs,SourceVerified,
GuardianWolf,a guardian wolf,Data/Scripts/Mobiles/Mystical/GuardianWolf.cs,SourceVerified,
GypsyAnimalTrainer,the gypsy animal trainer,Data/Scripts/Mobiles/Civilized/Vendors/GypsyAnimalTrainer.cs,SourceVerified,
GypsyBanker,the gypsy banker,Data/Scripts/Mobiles/Civilized/Vendors/GypsyBanker.cs,SourceVerified,
GypsyLady,the gypsy,Data/Scripts/Mobiles/Civilized/Vendors/GypsyLady.cs,SourceVerified,
GypsyMaiden,,Data/Scripts/Mobiles/Civilized/Vendors/GypsyMaiden.cs,SourceVerified,
GypsyTarotGump,the gypsy,Data/Scripts/Mobiles/Civilized/ShardGreeter.cs,SourceVerified,
HairStylist,,Data/Scripts/Mobiles/Civilized/Vendors/HairStylist.cs,SourceVerified,
HairstylistBuyGump,,Data/Scripts/Mobiles/Civilized/Vendors/CustomHairstylist.cs,SourceVerified,
HairstylistBuyInfo,,Data/Scripts/Mobiles/Civilized/Vendors/CustomHairstylist.cs,SourceVerified,
Harpy,a harpy,Data/Scripts/Mobiles/Humanoids/Harpies/Harpy.cs,SourceVerified,
HarpyElder,an elder harpy,Data/Scripts/Mobiles/Humanoids/Harpies/HarpyElder.cs,SourceVerified,
HarpyHen,a harpy hen,Data/Scripts/Mobiles/Humanoids/Harpies/HarpyHen.cs,SourceVerified,
Hawk,a hawk,Data/Scripts/Mobiles/Animals/Birds/Hawk.cs,SourceVerified,
HeadlessOne,a headless one,Data/Scripts/Mobiles/Unusual/HeadlessOne.cs,SourceVerified,
Healer,the healer,Data/Scripts/Mobiles/Civilized/Healers/Healer.cs,SourceVerified,
HealerAI,lantern the,Data/Scripts/Mobiles/Base/Behavior.cs,SourceVerified,
HealerGuildmaster,,Data/Scripts/Mobiles/Civilized/Guilds/HealerGuildmaster.cs,SourceVerified,
HeldLight,lantern the,Data/Scripts/Mobiles/Base/Behavior.cs,SourceVerified,
HellBeast,a hell beast,Data/Scripts/Mobiles/Hellish/HellBeast.cs,SourceVerified,
HellCat,a hell cat,Data/Scripts/Mobiles/Animals/Felines/HellCat.cs,SourceVerified,
HellHound,a hell hound,Data/Scripts/Mobiles/Hellish/HellHound.cs,SourceVerified,
HellSteed,,Data/Scripts/Mobiles/Undead/HellSteed.cs,SourceVerified,
HenchHorse,,Data/Scripts/Mobiles/Civilized/Comrades/HenchHorse.cs,SourceVerified,
HenchmanArcher,henchman,Data/Scripts/Mobiles/Civilized/Comrades/HenchmanArcher.cs,SourceVerified,
HenchmanArcherItem,archer henchman,Data/Scripts/Mobiles/Civilized/Comrades/HenchmanArcherItem.cs,SourceVerified,
HenchmanFamiliar,a familiar,Data/Scripts/Mobiles/Civilized/Familiars/Familiar.cs,SourceVerified,
HenchmanFamiliarItem,crystal ball of summoning,Data/Scripts/Mobiles/Civilized/Familiars/FamiliarItem.cs,SourceVerified,
HenchmanFighter,henchman,Data/Scripts/Mobiles/Civilized/Comrades/HenchmanFighter.cs,SourceVerified,
HenchmanFighterItem,fighter henchman,Data/Scripts/Mobiles/Civilized/Comrades/HenchmanFighterItem.cs,SourceVerified,
HenchmanItem,henchman,Data/Scripts/Mobiles/Civilized/Comrades/HenchmanItem.cs,SourceVerified,
HenchmanMonster,henchman,Data/Scripts/Mobiles/Civilized/Comrades/HenchmanMonster.cs,SourceVerified,
HenchmanMonsterItem,creature henchman,Data/Scripts/Mobiles/Civilized/Comrades/HenchmanMonsterItem.cs,SourceVerified,
HenchmanWizard,henchman,Data/Scripts/Mobiles/Civilized/Comrades/HenchmanWizard.cs,SourceVerified,
HenchmanWizardItem,wizard henchman,Data/Scripts/Mobiles/Civilized/Comrades/HenchmanWizardItem.cs,SourceVerified,
Herbalist,black pearl,Data/Scripts/Mobiles/Civilized/Vendors/Herbalist.cs,SourceVerified,
Hercules,Hercules the Argonaut,Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Hercules.cs,SourceVerified,
Herculian,Herculian the Titan,Data/Scripts/Custom/Mobiles/Titans/Herculian.cs,SourceVerified,
HillGiant,hill giant sack the hill giant,Data/Scripts/Mobiles/Goliaths/Giants/HillGiant.cs,SourceVerified,
HillGiantShaman,hill giant sack the hill giant shaman,Data/Scripts/Mobiles/Goliaths/Giants/HillGiantShaman.cs,SourceVerified,
Hind,a deer,Data/Scripts/Mobiles/Animals/Misc/Hind.cs,SourceVerified,
HippogriffRiding,,Data/Scripts/Mobiles/Mystical/HippogriffRiding.cs,SourceVerified,
Hiryu,,Data/Scripts/Custom/Champions/Mobiles/Minions/Hiryu.cs,SourceVerified,
Hobgoblin,a hobgoblin,Data/Scripts/Mobiles/Humanoids/Hobgoblin.cs,SourceVerified,
HolyMage,,Data/Scripts/Mobiles/Civilized/Vendors/HolyMage.cs,SourceVerified,
Honorguard,Honorguard,Data/Scripts/Custom/Mobiles/Undead/Honorguard.cs,SourceVerified,
HookHorror,a hook horror,Data/Scripts/Mobiles/Unusual/HookHorror.cs,SourceVerified,
HordeMinion,a horde minion,Data/Scripts/Mobiles/Hellish/HordeMinion.cs,SourceVerified,
HordeMinionFamiliar,a horde minion,Data/Scripts/Mobiles/Civilized/Familiars/HordeMinion.cs,SourceVerified,
Horse,,Data/Scripts/Mobiles/Animals/Mounts/Horse.cs,SourceVerified,
HouseVisitor,,Data/Scripts/Mobiles/Civilized/Citizens/HouseVisitor.cs,SourceVerified,
HugeLizard,a huge lizard,Data/Scripts/Mobiles/Reptilian/HugeLizard.cs,SourceVerified,
Humanoid,a shadow demon the ghost,Data/Scripts/Mobiles/Civilized/Citizens/Humanoid.cs,SourceVerified,
Hydra,Hydra of,Data/Scripts/Mobiles/Dragons/Hydras/Hydra.cs,SourceVerified,
Hyena,a hyena,Data/Scripts/Mobiles/Animals/Canines/Hyena.cs,SourceVerified,
IceBladeSpirits,an icy blade spirit,Data/Scripts/Mobiles/Summoned/IceBladeSpirits.cs,SourceVerified,
IceColossus,an ice colossus,Data/Scripts/Mobiles/Elementals/IceColossus.cs,SourceVerified,
IceDevil,the ice devil,Data/Scripts/Mobiles/Daemons/IceDevil.cs,SourceVerified,
IceElemental,an ice elemental,Data/Scripts/Mobiles/Elementals/Elementals/IceElemental.cs,SourceVerified,
IceGhoul,an icy ghoul,Data/Scripts/Mobiles/Undead/IceGhoul.cs,SourceVerified,
IceGiant,ice chest of the glacier,Data/Scripts/Mobiles/Goliaths/Giants/IceGiant.cs,SourceVerified,
IceGolem,an ice golem,Data/Scripts/Mobiles/Constructs/Golems/IceGolem.cs,SourceVerified,
IceSerpent,an ice serpent,Data/Scripts/Mobiles/Reptilian/Snakes/IceSerpent.cs,SourceVerified,
IceSnake,an ice snake,Data/Scripts/Mobiles/Reptilian/Snakes/IceSnake.cs,SourceVerified,
IceSteed,,Data/Scripts/Mobiles/Mystical/IceSteed.cs,SourceVerified,
IceToad,an ice toad,Data/Scripts/Mobiles/Reptilian/Frogs/IceToad.cs,SourceVerified,
IcebergElemental,a glacial elemental,Data/Scripts/Mobiles/Elementals/Elementals/IcebergElemental.cs,SourceVerified,
Ifreet,an ifreet,Data/Scripts/Mobiles/Daemons/Ifreet.cs,SourceVerified,
Iguana,an iguana,Data/Scripts/Mobiles/Reptilian/Iguana.cs,SourceVerified,
Iguanodon,,Data/Scripts/Mobiles/Reptilian/Dinosaurs/Iguanodon.cs,SourceVerified,
Ilhenir,Ilhenir the Stained,Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs,SourceVerified,
ImmortalGenie,Immortal Genie of the vase,Data/Scripts/Custom/Mobiles/Serpents/ImmortalGenie.cs,SourceVerified,
Imp,the imp,Data/Scripts/Mobiles/Daemons/Imp.cs,SourceVerified,
Infected,an infected,Data/Scripts/Mobiles/Animals/Misc/Infected.cs,SourceVerified,
InnKeeper,candle,Data/Scripts/Mobiles/Civilized/Vendors/InnKeeper.cs,SourceVerified,
InternalBuyInfo,,Data/Scripts/Mobiles/Base/StoreSalesList.cs,SourceVerified,
InternalSellInfo,,Data/Scripts/Mobiles/Base/StoreSalesList.cs,SourceVerified,
InterredGrizzle,an interred grizzle,Data/Scripts/Custom/Champions/Mobiles/Minions/InterredGrizzle .cs,SourceVerified,
IronBeetle,an iron beetle,Data/Scripts/Mobiles/Constructs/Golems/IronBeetle.cs,SourceVerified,
IronCobra,an iron cobra,Data/Scripts/Mobiles/Constructs/Golems/IronCobra.cs,SourceVerified,
IronWorker,,Data/Scripts/Mobiles/Civilized/Vendors/IronWorker.cs,SourceVerified,
ItemRemovalTimer,sword of balron,Data/Scripts/Mobiles/Daemons/Balron.cs,SourceVerified,
JackRabbit,a jack rabbit,Data/Scripts/Mobiles/Animals/Rodents/JackRabbit.cs,SourceVerified,
Jackal,a jackal,Data/Scripts/Mobiles/Animals/Canines/Jackal.cs,SourceVerified,
Jackalwitch,a jackalwitch,Data/Scripts/Mobiles/Humanoids/Jackalwitch.cs,SourceVerified,
JadeSerpent,a jade serpent,Data/Scripts/Mobiles/Reptilian/Snakes/JadeSerpent.cs,SourceVerified,
Jaguar,a jaguar,Data/Scripts/Mobiles/Animals/Felines/Jaguar.cs,SourceVerified,
Jedi,Jedi robe the Jedi,Data/Scripts/Mobiles/Humanoids/Aliens/Jedi.cs,SourceVerified,
Jellyfish,a jellyfish,Data/Scripts/Mobiles/Slimes/Jellyfish.cs,SourceVerified,
Jester,,Data/Scripts/Mobiles/Civilized/Vendors/Jester.cs,SourceVerified,
JesterGuildmaster,,Data/Scripts/Mobiles/Civilized/Guilds/JesterGuildmaster.cs,SourceVerified,
Jeweler,item,Data/Scripts/Mobiles/Civilized/Vendors/Jeweler.cs,SourceVerified,
JoinEntry,,Data/Scripts/Mobiles/Base/BaseGuildmaster.cs,SourceVerified,
Jormungandr,Jormungandr the Midgard Serpent,Data/Scripts/Mobiles/Reptilian/Snakes/Jormungand.cs,SourceVerified,
JuiceMaker,,Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Juicing/Mobiles/JuiceMaker.cs,SourceVerified,
JungleGiant,jade chest the jungle giant,Data/Scripts/Mobiles/Goliaths/Giants/JungleGiant.cs,SourceVerified,
JungleViper,a jungle viper,Data/Scripts/Mobiles/Reptilian/Snakes/JungleViper.cs,SourceVerified,
Kappa,a kappa,Data/Scripts/Custom/Champions/Mobiles/Minions/Kappa.cs,SourceVerified,
KeeperOfChivalry,,Data/Scripts/Mobiles/Civilized/Vendors/KeeperOfChivalry.cs,SourceVerified,
KelpElemental,a kelp elemental,Data/Scripts/Mobiles/Elementals/Elementals/KelpElemental.cs,SourceVerified,
KhumashGor,Khumash-Gor the Zealan Warrior,Data/Scripts/Mobiles/Unique/KhumashGor.cs,SourceVerified,
Kilrathi,a kilrathi,Data/Scripts/Mobiles/Humanoids/Kilrathi/Kilrathi.cs,SourceVerified,
KilrathiGunner,a kilrathi,Data/Scripts/Mobiles/Humanoids/Kilrathi/KilrathiGunner.cs,SourceVerified,
KingArthur,King Arthur,Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/KingArthur.cs,SourceVerified,
Kirin,,Data/Scripts/Mobiles/Mystical/Kirin.cs,SourceVerified,
Kobold,a kobold,Data/Scripts/Mobiles/Humanoids/Lizardmen/Kobold.cs,SourceVerified,
KoboldChief,Kobold Chief,Data/Scripts/Custom/Mobiles/Kobolds/KoboldChief.cs,SourceVerified,
KoboldFootSoldier,Kobold,Data/Scripts/Custom/Mobiles/Kobolds/KoboldFootSoldier.cs,SourceVerified,
KoboldMage,a kobold shaman,Data/Scripts/Mobiles/Humanoids/Lizardmen/KoboldMage.cs,SourceVerified,
KoboldRingleader,Kobold Ringleader,Data/Scripts/Custom/Mobiles/Kobolds/KoboldRingleader.cs,SourceVerified,
KodiakBear,,Data/Scripts/Mobiles/Animals/Bears/KodiakBear.cs,SourceVerified,
Kraken,a kraken,Data/Scripts/Mobiles/Reptilian/Sea/Kraken.cs,SourceVerified,
Krakoa,a krakoa,Data/Scripts/Mobiles/Humanoids/Sea/Krakoa.cs,SourceVerified,
Kronos,Kronos the Ancient Titan,Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Kronos.cs,SourceVerified,
Kull,Spirit of Kull the Dragyn Rider,Data/Scripts/Mobiles/Undead/Kull.cs,SourceVerified,
KungFu,the Monk,Data/Scripts/Mobiles/Civilized/Vendors/KungFu.cs,SourceVerified,
Kuthulu,a kuthulu,Data/Scripts/Mobiles/Unusual/Kuthulu.cs,SourceVerified,
Kylearan,Kylearan the Magician,Data/Scripts/Mobiles/Civilized/Special/Kylearan.cs,SourceVerified,
KylearanEntry,Kylearan the Magician,Data/Scripts/Mobiles/Civilized/Special/Kylearan.cs,SourceVerified,
LargeSnake,a large snake,Data/Scripts/Mobiles/Reptilian/Snakes/LargeSnake.cs,SourceVerified,
LargeSpider,a huge spider,Data/Scripts/Mobiles/Insects/Spiders/LargeSpider.cs,SourceVerified,
LavaElemental,a lava elemental,Data/Scripts/Mobiles/Elementals/Elementals/LavaElemental.cs,SourceVerified,
LavaGiant,molten chest of the molten core,Data/Scripts/Mobiles/Goliaths/Giants/LavaGiant.cs,SourceVerified,
LavaLizard,a lava lizard,Data/Scripts/Mobiles/Reptilian/LavaLizard.cs,SourceVerified,
LavaPuddle,a lava puddle,Data/Scripts/Mobiles/Slimes/LavaPuddle.cs,SourceVerified,
LavaSerpent,a lava serpent,Data/Scripts/Mobiles/Reptilian/Snakes/LavaSerpent.cs,SourceVerified,
LavaSnake,a magma snake,Data/Scripts/Mobiles/Reptilian/Snakes/LavaSnake.cs,SourceVerified,
Lavapede,a lavapede,Data/Scripts/Mobiles/Insects/Lavapede.cs,SourceVerified,
LeatherHit,stretched hide,Data/Scripts/Mobiles/Civilized/Citizens/TradesmanLeather.cs,SourceVerified,
LeatherWorker,item,Data/Scripts/Mobiles/Civilized/Vendors/LeatherWorker.cs,SourceVerified,
LeaveNowTimer,a familiar,Data/Scripts/Mobiles/Civilized/Familiars/Familiar.cs,SourceVerified,
LegendaryDealer,,Data/Scripts/Mobiles/Civilized/Teachers/Teacher_Legendary.cs,SourceVerified,
LesserDemon,a lesser demon,Data/Scripts/Mobiles/Daemons/LesserDemon.cs,SourceVerified,
LesserHiryu,,Data/Scripts/Custom/Champions/Mobiles/Minions/LesserHiryu.cs,SourceVerified,
LesserSeaSnake,a deep sea snake,Data/Scripts/Mobiles/Reptilian/Snakes/LesserSeaSnake.cs,SourceVerified,
Leviathan,a leviathan,Data/Scripts/Mobiles/Reptilian/Sea/Leviathan.cs,SourceVerified,
LibrarianGuildmaster,a useless stick,Data/Scripts/Mobiles/Civilized/Guilds/LibrarianGuildmaster.cs,SourceVerified,
Lich,the lich,Data/Scripts/Mobiles/Undead/Lich.cs,SourceVerified,
LichKing,Chest of Lich King Relics the king of the dead,Data/Scripts/Mobiles/Undead/LichKing.cs,SourceVerified,
LichLord,the lich lord,Data/Scripts/Mobiles/Undead/LichLord.cs,SourceVerified,
LightningElemental,a lightning elemental,Data/Scripts/Mobiles/Elementals/Elementals/LightningElemental.cs,SourceVerified,
LionRiding,,Data/Scripts/Mobiles/Animals/Felines/LionRiding.cs,SourceVerified,
LivingBronzeStatue,a bronze statue,Data/Scripts/Mobiles/Constructs/Statues/LivingBronzeStatue.cs,SourceVerified,
LivingGoldStatue,a golden statue,Data/Scripts/Mobiles/Constructs/Statues/LivingGoldStatue.cs,SourceVerified,
LivingIronStatue,an iron statue,Data/Scripts/Mobiles/Constructs/Statues/LivingIronStatue.cs,SourceVerified,
LivingJadeStatue,a jade statue,Data/Scripts/Mobiles/Constructs/Statues/LivingJadeStatue.cs,SourceVerified,
LivingMarbleStatue,a marble statue,Data/Scripts/Mobiles/Constructs/Statues/LivingMarbleStatue.cs,SourceVerified,
LivingShadowIronStatue,a dark iron statue,Data/Scripts/Mobiles/Constructs/Statues/LivingShadowIronStatue.cs,SourceVerified,
LivingSilverStatue,a silver statue,Data/Scripts/Mobiles/Constructs/Statues/LivingSilverStatue.cs,SourceVerified,
LivingStoneStatue,a stone statue,Data/Scripts/Mobiles/Constructs/Statues/LivingStoneStatue.cs,SourceVerified,
Lizardman,the lizardman,Data/Scripts/Mobiles/Humanoids/Lizardmen/Lizardman.cs,SourceVerified,
LizardmanArcher,the lizardman,Data/Scripts/Mobiles/Humanoids/Lizardmen/LizardmanArcher.cs,SourceVerified,
Llama,a llama,Data/Scripts/Mobiles/Animals/Misc/Llama.cs,SourceVerified,
Lobstran,a lobstran,Data/Scripts/Mobiles/Humanoids/Sea/Lobstran.cs,SourceVerified,
Locathah,a locathah,Data/Scripts/Mobiles/Humanoids/Sea/Locathah.cs,SourceVerified,
Lochasaur,a lochasaur,Data/Scripts/Mobiles/Reptilian/Fish/Lochasaur.cs,SourceVerified,
Lolth,Lolth the Drow Goddess,Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Lolth.cs,SourceVerified,
LordOaks,Lord Oaks,Data/Scripts/Custom/Champions/Mobiles/Champs-UO/LordOaks.cs,SourceVerified,
LordVerminaard,Lord Verminaard,Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/LordVerminaard.cs,SourceVerified,
LostKnight,the lost knight,Data/Scripts/Mobiles/Undead/LostKnight.cs,SourceVerified,
Lovecraftian,Lovecraftian,Data/Scripts/Custom/Mobiles/Mystical/Lovecraftian.cs,SourceVerified,
LowerDemon,a lesser devil,Data/Scripts/Mobiles/Daemons/LowerDemon.cs,SourceVerified,
LoyaltyTimer,mutant plant the Captain of the Dead,Data/Scripts/Mobiles/Base/BaseCreature.cs,SourceVerified,
Lumberjack,,Data/Scripts/Mobiles/Civilized/Vendors/Lumberjack.cs,SourceVerified,
Lurker,a lurker,Data/Scripts/Mobiles/Reptilian/Sea/Lurker.cs,SourceVerified,
MLDryad,a dryad,Data/Scripts/Mobiles/Mystical/MLDryad.cs,SourceVerified,
MadDog,a mad dog,Data/Scripts/Mobiles/Animals/Canines/MadDog.cs,SourceVerified,
MadGodPriest,priest robe the priest,Data/Scripts/Mobiles/Civilized/Special/MadGodPriest.cs,SourceVerified,
MadGodPriestEntry,priest robe the priest,Data/Scripts/Mobiles/Civilized/Special/MadGodPriest.cs,SourceVerified,
Mage,,Data/Scripts/Mobiles/Civilized/Vendors/Mage.cs,SourceVerified,
MageAI,lantern the,Data/Scripts/Mobiles/Base/Behavior.cs,SourceVerified,
MageGuildmaster,,Data/Scripts/Mobiles/Civilized/Guilds/MageGuildmaster.cs,SourceVerified,
MagicHit,magic wand,Data/Scripts/Mobiles/Civilized/Citizens/TrainingMagery.cs,SourceVerified,
MagmaElemental,a magma elemental,Data/Scripts/Mobiles/Elementals/Elementals/MagmaElemental.cs,SourceVerified,
MaintenanceDroid,the maintenance droid,Data/Scripts/Mobiles/Constructs/Alien/MaintenanceDroid.cs,SourceVerified,
Malachi,Malachi the Priest,Data/Scripts/Custom/Mobiles/Civilized/Malachi.cs,SourceVerified,
Mammoth,a mammoth,Data/Scripts/Mobiles/Animals/Misc/Mammoth.cs,SourceVerified,
ManOWar,,Data/Scripts/Custom/Mobiles/Godfrey2026/ManOWar.cs,SourceVerified,
ManaGolem,Mana Golem,Data/Scripts/Custom/Mobiles/Constructs/ManaGolem.cs,SourceVerified,
ManageBarkeeperEntry,,Data/Scripts/Mobiles/Base/PlayerBarkeeper.cs,SourceVerified,
Mangar,Mangar the Dark,Data/Scripts/Mobiles/Unique/Mangar.cs,SourceVerified,
ManticoreRiding,,Data/Scripts/Mobiles/Hellish/ManticoreRiding.cs,SourceVerified,
Mantis,a mantis,Data/Scripts/Mobiles/Insects/Mantis.cs,SourceVerified,
ManureGolem,a manure golem,Data/Scripts/Mobiles/Summoned/ManureGolem.cs,SourceVerified,
Mapmaker,,Data/Scripts/Mobiles/Civilized/Vendors/Mapmaker.cs,SourceVerified,
Marilith,scimitar of the marilith,Data/Scripts/Mobiles/Daemons/Marilith.cs,SourceVerified,
MarshWurm,a marsh wurm,Data/Scripts/Mobiles/Slimes/MarshWurm.cs,SourceVerified,
